"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "HEIGHTC_COMMENT", "HEIGHTC", "HEIGHTC_STATISTIC", "HEIGHTC_STATISTIC_NUMBER", "HEIGHTC_APPROACH", "HEIGHTC_DATE", "HEIGHTC_DATE_UNC", "HEIGHTC_STATISTIC_TYPE", "HEIGHTC_VEGTYPE", "HEIGHTC_SPATIAL_VARIABILITY", "HEIGHTC_SPATIAL_REP_NUMBER", 
"US-Ne1", "88692", "GRP_HEIGHTC", , "0.746", "Mean", , , "20050617", , , , , , 
"US-Ne1", "88693", "GRP_HEIGHTC", , "1.248", "Mean", , , "20050627", , , , , , 
"US-Ne1", "88694", "GRP_HEIGHTC", , "1.868", "Mean", , , "20050707", , , , , , 
"US-Ne1", "88695", "GRP_HEIGHTC", , "2.545", "Mean", , , "20050720", , , , , , 
"US-Ne1", "88696", "GRP_HEIGHTC", , "2.711", "Mean", , , "20050801", , , , , , 
"US-Ne1", "88697", "GRP_HEIGHTC", , "2.749", "Mean", , , "20050809", , , , , , 
"US-Ne1", "88698", "GRP_HEIGHTC", , "2.760", "Mean", , , "20050919", , , , , , 
"US-Ne1", "88699", "GRP_HEIGHTC", , "0.000", "Mean", , , "20060516", , , , , , 
"US-Ne1", "88700", "GRP_HEIGHTC", , "0.407", "Mean", , , "20060601", , , , , , 
"US-Ne1", "88701", "GRP_HEIGHTC", , "0.779", "Mean", , , "20060608", , , , , , 
"US-Ne1", "88702", "GRP_HEIGHTC", , "1.096", "Mean", , , "20060616", , , , , , 
"US-Ne1", "88703", "GRP_HEIGHTC", , "1.743", "Mean", , , "20060626", , , , , , 
"US-Ne1", "88704", "GRP_HEIGHTC", , "2.438", "Mean", , , "20060706", , , , , , 
"US-Ne1", "88705", "GRP_HEIGHTC", , "2.935", "Mean", , , "20060712", , , , , , 
"US-Ne1", "88706", "GRP_HEIGHTC", , "2.985", "Mean", , , "20060720", , , , , , 
"US-Ne1", "88707", "GRP_HEIGHTC", , "0.000", "Mean", , , "20060728", , , , , , 
"US-Ne1", "88708", "GRP_HEIGHTC", , "0.000", "Mean", , , "20070510", , , , , , 
"US-Ne1", "88709", "GRP_HEIGHTC", , "0.333", "Mean", , , "20070529", , , , , , 
"US-Ne1", "88710", "GRP_HEIGHTC", , "0.578", "Mean", , , "20070606", , , , , , 
"US-Ne1", "88711", "GRP_HEIGHTC", , "0.858", "Mean", , , "20070613", , , , , , 
"US-Ne1", "88712", "GRP_HEIGHTC", , "1.238", "Mean", , , "20070619", , , , , , 
"US-Ne1", "88713", "GRP_HEIGHTC", , "1.842", "Mean", , , "20070626", , , , , , 
"US-Ne1", "88714", "GRP_HEIGHTC", , "2.644", "Mean", , , "20070709", , , , , , 
"US-Ne1", "88715", "GRP_HEIGHTC", , "2.927", "Mean", , , "20070716", , , , , , 
"US-Ne1", "88716", "GRP_HEIGHTC", , "2.901", "Mean", , , "20070724", , , , , , 
"US-Ne1", "88717", "GRP_HEIGHTC", , "2.966", "Mean", , , "20070803", , , , , , 
"US-Ne1", "88718", "GRP_HEIGHTC", , "0.000", "Mean", , , "20080509", , , , , , 
"US-Ne1", "88719", "GRP_HEIGHTC", , "0.149", "Mean", , , "20080521", , , , , , 
"US-Ne1", "88720", "GRP_HEIGHTC", , "0.206", "Mean", , , "20080530", , , , , , 
"US-Ne1", "88721", "GRP_HEIGHTC", , "0.557", "Mean", , , "20080611", , , , , , 
"US-Ne1", "88722", "GRP_HEIGHTC", , "0.904", "Mean", , , "20080618", , , , , , 
"US-Ne1", "88723", "GRP_HEIGHTC", , "1.301", "Mean", , , "20080624", , , , , , 
"US-Ne1", "88724", "GRP_HEIGHTC", , "1.844", "Mean", , , "20080702", , , , , , 
"US-Ne1", "88725", "GRP_HEIGHTC", , "2.242", "Mean", , , "20080710", , , , , , 
"US-Ne1", "88726", "GRP_HEIGHTC", , "2.542", "Mean", , , "20080717", , , , , , 
"US-Ne1", "88727", "GRP_HEIGHTC", , "2.709", "Mean", , , "20080727", , , , , , 
"US-Ne1", "88728", "GRP_HEIGHTC", , "2.683", "Mean", , , "20080804", , , , , , 
"US-Ne1", "88729", "GRP_HEIGHTC", , "2.708", "Mean", , , "20080814", , , , , , 
"US-Ne1", "88730", "GRP_HEIGHTC", , "0.000", "Mean", , , "20090505", , , , , , 
"US-Ne1", "88731", "GRP_HEIGHTC", , "0.202", "Mean", , , "20090520", , , , , , 
"US-Ne1", "88732", "GRP_HEIGHTC", , "0.354", "Mean", , , "20090528", , , , , , 
"US-Ne1", "88733", "GRP_HEIGHTC", , "0.601", "Mean", , , "20090605", , , , , , 
"US-Ne1", "88734", "GRP_HEIGHTC", , "0.793", "Mean", , , "20090611", , , , , , 
"US-Ne1", "88735", "GRP_HEIGHTC", , "1.124", "Mean", , , "20090618", , , , , , 
"US-Ne1", "88736", "GRP_HEIGHTC", , "1.814", "Mean", , , "20090626", , , , , , 
"US-Ne1", "88737", "GRP_HEIGHTC", , "2.143", "Mean", , , "20090702", , , , , , 
"US-Ne1", "88738", "GRP_HEIGHTC", , "2.704", "Mean", , , "20090710", , , , , , 
"US-Ne1", "88739", "GRP_HEIGHTC", , "3.157", "Mean", , , "20090722", , , , , , 
"US-Ne1", "88740", "GRP_HEIGHTC", , "3.215", "Mean", , , "20090803", , , , , , 
"US-Ne1", "88741", "GRP_HEIGHTC", , "3.218", "Mean", , , "20090812", , , , , , 
"US-Ne1", "88742", "GRP_HEIGHTC", , "0.000", "Mean", , , "20100504", , , , , , 
"US-Ne1", "88743", "GRP_HEIGHTC", , "0.237", "Mean", , , "20100526", , , , , , 
"US-Ne1", "88744", "GRP_HEIGHTC", , "0.443", "Mean", , , "20100601", , , , , , 
"US-Ne1", "88745", "GRP_HEIGHTC", , "1.131", "Mean", , , "20100616", , , , , , 
"US-Ne1", "88746", "GRP_HEIGHTC", , "1.763", "Mean", , , "20100628", , , , , , 
"US-Ne1", "88747", "GRP_HEIGHTC", , "2.274", "Mean", , , "20100707", , , , , , 
"US-Ne1", "88748", "GRP_HEIGHTC", , "2.677", "Mean", , , "20100714", , , , , , 
"US-Ne1", "88749", "GRP_HEIGHTC", , "2.704", "Mean", , , "20100727", , , , , , 
"US-Ne1", "88750", "GRP_HEIGHTC", , "2.735", "Mean", , , "20100803", , , , , , 
"US-Ne1", "88751", "GRP_HEIGHTC", , "0.000", "Mean", , , "20110526", , , , , , 
"US-Ne1", "88752", "GRP_HEIGHTC", , "0.149", "Mean", , , "20110603", , , , , , 
"US-Ne1", "88753", "GRP_HEIGHTC", , "0.389", "Mean", , , "20110614", , , , , , 
"US-Ne1", "88754", "GRP_HEIGHTC", , "0.752", "Mean", , , "20110624", , , , , , 
"US-Ne1", "88755", "GRP_HEIGHTC", , "1.299", "Mean", , , "20110705", , , , , , 
"US-Ne1", "88756", "GRP_HEIGHTC", , "1.997", "Mean", , , "20110714", , , , , , 
"US-Ne1", "88757", "GRP_HEIGHTC", , "2.579", "Mean", , , "20110725", , , , , , 
"US-Ne1", "88758", "GRP_HEIGHTC", , "2.698", "Mean", , , "20110802", , , , , , 
"US-Ne1", "88759", "GRP_HEIGHTC", , "2.665", "Mean", , , "20110811", , , , , , 
"US-Ne1", "88760", "GRP_HEIGHTC", , "0.000", "Mean", , , "20120502", , , , , , 
"US-Ne1", "88761", "GRP_HEIGHTC", , "0.160", "Mean", , , "20120510", , , , , , 
"US-Ne1", "88762", "GRP_HEIGHTC", , "0.292", "Mean", , , "20120518", , , , , , 
"US-Ne1", "88763", "GRP_HEIGHTC", , "0.418", "Mean", , , "20120524", , , , , , 
"US-Ne1", "88764", "GRP_HEIGHTC", , "0.742", "Mean", , , "20120531", , , , , , 
"US-Ne1", "88765", "GRP_HEIGHTC", , "1.242", "Mean", , , "20120611", , , , , , 
"US-Ne1", "88766", "GRP_HEIGHTC", , "1.797", "Mean", , , "20120620", , , , , , 
"US-Ne1", "88767", "GRP_HEIGHTC", , "2.044", "Mean", , , "20120627", , , , , , 
"US-Ne1", "88768", "GRP_HEIGHTC", , "2.483", "Mean", , , "20120705", , , , , , 
"US-Ne1", "88769", "GRP_HEIGHTC", , "2.565", "Mean", , , "20120712", , , , , , 
"US-Ne1", "88770", "GRP_HEIGHTC", , "2.491", "Mean", , , "20120719", , , , , , 
"US-Ne1", "88771", "GRP_HEIGHTC", , "2.529", "Mean", , , "20120726", , , , , , 
"US-Ne2", "88772", "GRP_HEIGHTC", , "0.717", "Mean", , , "20060724", , , , , , 
"US-Ne2", "88773", "GRP_HEIGHTC", , "2.045", "Mean", , , "20050706", , , , , , 
"US-Ne2", "88774", "GRP_HEIGHTC", , "2.889", "Mean", , , "20030912", , , , , , 
"US-Ne2", "88775", "GRP_HEIGHTC", , "0.502", "Mean", , , "20040730", , , , , , 
"US-Ne2", "88776", "GRP_HEIGHTC", , "1.082", "Mean", , , "20160801", , , , , , 
"US-Ne2", "88777", "GRP_HEIGHTC", , "0.879", "Mean", , , "20070614", , , , , , 
"US-Ne2", "88778", "GRP_HEIGHTC", , "3.087", "Mean", , , "20150820", , , , , , 
"US-Ne2", "88779", "GRP_HEIGHTC", , "2.068", "Mean", , , "20130705", , , , , , 
"US-Ne2", "88780", "GRP_HEIGHTC", , "0.222", "Mean", , , "20050531", , , , , , 
"US-Ne2", "88781", "GRP_HEIGHTC", , "1.168", "Mean", , , "20160823", , , , , , 
"US-Ne2", "88782", "GRP_HEIGHTC", , "0.095", "Mean", , , "20060602", , , , , , 
"US-Ne2", "88783", "GRP_HEIGHTC", , "0.148", "Mean", , , "20140609", , , , , , 
"US-Ne2", "88784", "GRP_HEIGHTC", , "0.000", "Mean", , , "20060523", , , , , , 
"US-Ne2", "88785", "GRP_HEIGHTC", , "0.333", "Mean", , , "20140630", , , , , , 
"US-Ne2", "88786", "GRP_HEIGHTC", , "0.000", "Mean", , , "20010518", , , , , , 
"US-Ne2", "88787", "GRP_HEIGHTC", , "0.083", "Mean", , , "20140602", , , , , , 
"US-Ne2", "88788", "GRP_HEIGHTC", , "0.348", "Mean", , , "20130531", , , , , , 
"US-Ne2", "88789", "GRP_HEIGHTC", , "2.694", "Mean", , , "20050804", , , , , , 
"US-Ne2", "88790", "GRP_HEIGHTC", , "0.000", "Mean", , , "20170529", , , , , , 
"US-Ne2", "88791", "GRP_HEIGHTC", , "2.600", "Mean", , , "20150713", , , , , , 
"US-Ne2", "88792", "GRP_HEIGHTC", , "0.000", "Mean", , , "20040608", , , , , , 
"US-Ne2", "88793", "GRP_HEIGHTC", , "0.198", "Mean", , , "20090520", , , , , , 
"US-Ne2", "88794", "GRP_HEIGHTC", , "0.247", "Mean", , , "20170602", , , , , , 
"US-Ne2", "88795", "GRP_HEIGHTC", , "0.567", "Mean", , , "20070607", , , , , , 
"US-Ne2", "88796", "GRP_HEIGHTC", , "3.048", "Mean", , , "20070725", , , , , , 
"US-Ne2", "88797", "GRP_HEIGHTC", , "0.137", "Mean", , , "20060612", , , , , , 
"US-Ne2", "88798", "GRP_HEIGHTC", , "2.807", "Mean", , , "20110808", , , , , , 
"US-Ne2", "88799", "GRP_HEIGHTC", , "2.634", "Mean", , , "20110720", , , , , , 
"US-Ne2", "88800", "GRP_HEIGHTC", , "2.869", "Mean", , , "20030806", , , , , , 
"US-Ne2", "88801", "GRP_HEIGHTC", , "2.394", "Mean", , , "20130712", , , , , , 
"US-Ne2", "88802", "GRP_HEIGHTC", , "0.530", "Mean", , , "20090604", , , , , , 
"US-Ne2", "88803", "GRP_HEIGHTC", , "1.788", "Mean", , , "20120619", , , , , , 
"US-Ne2", "88804", "GRP_HEIGHTC", , "0.000", "Mean", , , "20090506", , , , , , 
"US-Ne2", "88805", "GRP_HEIGHTC", , "0.115", "Mean", , , "20020611", , , , , , 
"US-Ne2", "88806", "GRP_HEIGHTC", , "0.805", "Mean", , , "20110621", , , , , , 
"US-Ne2", "88807", "GRP_HEIGHTC", , "0.000", "Mean", , , "20080525", , , , , , 
"US-Ne2", "88808", "GRP_HEIGHTC", , "1.097", "Mean", , , "20160808", , , , , , 
"US-Ne2", "88809", "GRP_HEIGHTC", , "0.341", "Mean", , , "20070529", , , , , , 
"US-Ne2", "88810", "GRP_HEIGHTC", , "0.745", "Mean", , , "20050613", , , , , , 
"US-Ne2", "88811", "GRP_HEIGHTC", , "2.993", "Mean", , , "20070718", , , , , , 
"US-Ne2", "88812", "GRP_HEIGHTC", , "0.959", "Mean", , , "20020919", , , , , , 
"US-Ne2", "88813", "GRP_HEIGHTC", , "0.562", "Mean", , , "20060714", , , , , , 
"US-Ne2", "88814", "GRP_HEIGHTC", , "0.175", "Mean", , , "20150528", , , , , , 
"US-Ne2", "88815", "GRP_HEIGHTC", , "0.337", "Mean", , , "20100602", , , , , , 
"US-Ne2", "88816", "GRP_HEIGHTC", , "2.704", "Mean", , , "20050727", , , , , , 
"US-Ne2", "88817", "GRP_HEIGHTC", , "0.000", "Mean", , , "20100513", , , , , , 
"US-Ne2", "88818", "GRP_HEIGHTC", , "0.000", "Mean", , , "20070511", , , , , , 
"US-Ne2", "88819", "GRP_HEIGHTC", , "0.000", "Mean", , , "20050514", , , , , , 
"US-Ne2", "88820", "GRP_HEIGHTC", , "0.332", "Mean", , , "20090529", , , , , , 
"US-Ne2", "88821", "GRP_HEIGHTC", , "1.048", "Mean", , , "20180726", , , , , , 
"US-Ne2", "88822", "GRP_HEIGHTC", , "1.070", "Mean", , , "20160912", , , , , , 
"US-Ne2", "88823", "GRP_HEIGHTC", , "0.000", "Mean", , , "20120503", , , , , , 
"US-Ne2", "88824", "GRP_HEIGHTC", , "0.672", "Mean", , , "20090610", , , , , , 
"US-Ne2", "88825", "GRP_HEIGHTC", , "0.588", "Mean", , , "20140715", , , , , , 
"US-Ne2", "88826", "GRP_HEIGHTC", , "0.904", "Mean", , , "20040826", , , , , , 
"US-Ne2", "88827", "GRP_HEIGHTC", , "0.000", "Mean", , , "20150511", , , , , , 
"US-Ne2", "88828", "GRP_HEIGHTC", , "1.561", "Mean", , , "20170630", , , , , , 
"US-Ne2", "88829", "GRP_HEIGHTC", , "0.100", "Mean", , , "20040624", , , , , , 
"US-Ne2", "88830", "GRP_HEIGHTC", , "1.453", "Mean", , , "20100702", , , , , , 
"US-Ne2", "88831", "GRP_HEIGHTC", , "0.000", "Mean", , , "20160528", , , , , , 
"US-Ne2", "88832", "GRP_HEIGHTC", , "0.235", "Mean", , , "20030606", , , , , , 
"US-Ne2", "88833", "GRP_HEIGHTC", , "0.783", "Mean", , , "20170614", , , , , , 
"US-Ne2", "88834", "GRP_HEIGHTC", , "0.978", "Mean", , , "20140811", , , , , , 
"US-Ne2", "88835", "GRP_HEIGHTC", , "0.000", "Mean", , , "20130515", , , , , , 
"US-Ne2", "88836", "GRP_HEIGHTC", , "2.886", "Mean", , , "20010720", , , , , , 
"US-Ne2", "88837", "GRP_HEIGHTC", , "0.895", "Mean", , , "20120604", , , , , , 
"US-Ne2", "88838", "GRP_HEIGHTC", , "0.272", "Mean", , , "20140623", , , , , , 
"US-Ne2", "88839", "GRP_HEIGHTC", , "2.772", "Mean", , , "20110729", , , , , , 
"US-Ne2", "88840", "GRP_HEIGHTC", , "0.252", "Mean", , , "20020625", , , , , , 
"US-Ne2", "88841", "GRP_HEIGHTC", , "2.563", "Mean", , , "20100729", , , , , , 
"US-Ne2", "88842", "GRP_HEIGHTC", , "0.156", "Mean", , , "20110603", , , , , , 
"US-Ne2", "88843", "GRP_HEIGHTC", , "0.135", "Mean", , , "20160613", , , , , , 
"US-Ne2", "88844", "GRP_HEIGHTC", , "0.205", "Mean", , , "20060620", , , , , , 
"US-Ne2", "88845", "GRP_HEIGHTC", , "1.029", "Mean", , , "20090617", , , , , , 
"US-Ne2", "88846", "GRP_HEIGHTC", , "1.141", "Mean", , , "20010629", , , , , , 
"US-Ne2", "88847", "GRP_HEIGHTC", , "0.000", "Mean", , , "20030525", , , , , , 
"US-Ne2", "88848", "GRP_HEIGHTC", , "0.173", "Mean", , , "20100526", , , , , , 
"US-Ne2", "88849", "GRP_HEIGHTC", , "0.812", "Mean", , , "20080807", , , , , , 
"US-Ne2", "88850", "GRP_HEIGHTC", , "2.583", "Mean", , , "20120725", , , , , , 
"US-Ne2", "88851", "GRP_HEIGHTC", , "3.065", "Mean", , , "20170807", , , , , , 
"US-Ne2", "88852", "GRP_HEIGHTC", , "0.452", "Mean", , , "20180621", , , , , , 
"US-Ne2", "88853", "GRP_HEIGHTC", , "1.241", "Mean", , , "20070621", , , , , , 
"US-Ne2", "88854", "GRP_HEIGHTC", , "0.217", "Mean", , , "20160620", , , , , , 
"US-Ne2", "88855", "GRP_HEIGHTC", , "0.930", "Mean", , , "20060731", , , , , , 
"US-Ne2", "88856", "GRP_HEIGHTC", , "0.908", "Mean", , , "20140929", , , , , , 
"US-Ne2", "88857", "GRP_HEIGHTC", , "1.032", "Mean", , , "20060828", , , , , , 
"US-Ne2", "88858", "GRP_HEIGHTC", , "0.850", "Mean", , , "20140804", , , , , , 
"US-Ne2", "88859", "GRP_HEIGHTC", , "0.680", "Mean", , , "20140721", , , , , , 
"US-Ne2", "88860", "GRP_HEIGHTC", , "0.757", "Mean", , , "20080731", , , , , , 
"US-Ne2", "88861", "GRP_HEIGHTC", , "0.163", "Mean", , , "20140616", , , , , , 
"US-Ne2", "88862", "GRP_HEIGHTC", , "1.015", "Mean", , , "20130619", , , , , , 
"US-Ne2", "88863", "GRP_HEIGHTC", , "1.008", "Mean", , , "20140903", , , , , , 
"US-Ne2", "88864", "GRP_HEIGHTC", , "0.000", "Mean", , , "20020528", , , , , , 
"US-Ne2", "88865", "GRP_HEIGHTC", , "0.528", "Mean", , , "20180626", , , , , , 
"US-Ne2", "88866", "GRP_HEIGHTC", , "2.428", "Mean", , , "20050713", , , , , , 
"US-Ne2", "88867", "GRP_HEIGHTC", , "2.812", "Mean", , , "20030725", , , , , , 
"US-Ne2", "88868", "GRP_HEIGHTC", , "0.623", "Mean", , , "20180702", , , , , , 
"US-Ne2", "88869", "GRP_HEIGHTC", , "0.532", "Mean", , , "20080723", , , , , , 
"US-Ne2", "88870", "GRP_HEIGHTC", , "1.292", "Mean", , , "20120612", , , , , , 
"US-Ne2", "88871", "GRP_HEIGHTC", , "0.548", "Mean", , , "20160711", , , , , , 
"US-Ne2", "88872", "GRP_HEIGHTC", , "0.473", "Mean", , , "20010613", , , , , , 
"US-Ne2", "88873", "GRP_HEIGHTC", , "2.626", "Mean", , , "20130801", , , , , , 
"US-Ne2", "88874", "GRP_HEIGHTC", , "0.805", "Mean", , , "20080919", , , , , , 
"US-Ne2", "88875", "GRP_HEIGHTC", , "0.968", "Mean", , , "20150618", , , , , , 
"US-Ne2", "88876", "GRP_HEIGHTC", , "2.059", "Mean", , , "20110712", , , , , , 
"US-Ne2", "88877", "GRP_HEIGHTC", , "2.404", "Mean", , , "20010713", , , , , , 
"US-Ne2", "88878", "GRP_HEIGHTC", , "1.163", "Mean", , , "20160815", , , , , , 
"US-Ne2", "88879", "GRP_HEIGHTC", , "0.572", "Mean", , , "20130610", , , , , , 
"US-Ne2", "88880", "GRP_HEIGHTC", , "3.026", "Mean", , , "20150723", , , , , , 
"US-Ne2", "88881", "GRP_HEIGHTC", , "2.863", "Mean", , , "20030822", , , , , , 
"US-Ne2", "88882", "GRP_HEIGHTC", , "3.302", "Mean", , , "20090730", , , , , , 
"US-Ne2", "88883", "GRP_HEIGHTC", , "0.291", "Mean", , , "20150604", , , , , , 
"US-Ne2", "88884", "GRP_HEIGHTC", , "1.695", "Mean", , , "20090624", , , , , , 
"US-Ne2", "88885", "GRP_HEIGHTC", , "0.115", "Mean", , , "20080613", , , , , , 
"US-Ne2", "88886", "GRP_HEIGHTC", , "0.453", "Mean", , , "20020710", , , , , , 
"US-Ne2", "88887", "GRP_HEIGHTC", , "0.343", "Mean", , , "20110610", , , , , , 
"US-Ne2", "88888", "GRP_HEIGHTC", , "0.812", "Mean", , , "20010621", , , , , , 
"US-Ne2", "88889", "GRP_HEIGHTC", , "1.000", "Mean", , , "20020806", , , , , , 
"US-Ne2", "88890", "GRP_HEIGHTC", , "0.725", "Mean", , , "20020724", , , , , , 
"US-Ne2", "88891", "GRP_HEIGHTC", , "1.090", "Mean", , , "20161003", , , , , , 
"US-Ne2", "88892", "GRP_HEIGHTC", , "1.240", "Mean", , , "20050623", , , , , , 
"US-Ne2", "88893", "GRP_HEIGHTC", , "3.216", "Mean", , , "20090721", , , , , , 
"US-Ne2", "88894", "GRP_HEIGHTC", , "0.762", "Mean", , , "20140728", , , , , , 
"US-Ne2", "88895", "GRP_HEIGHTC", , "2.403", "Mean", , , "20170710", , , , , , 
"US-Ne2", "88896", "GRP_HEIGHTC", , "2.695", "Mean", , , "20050815", , , , , , 
"US-Ne2", "88897", "GRP_HEIGHTC", , "3.323", "Mean", , , "20090811", , , , , , 
"US-Ne2", "88898", "GRP_HEIGHTC", , "0.238", "Mean", , , "20060627", , , , , , 
"US-Ne2", "88899", "GRP_HEIGHTC", , "0.303", "Mean", , , "20120518", , , , , , 
"US-Ne2", "88900", "GRP_HEIGHTC", , "3.072", "Mean", , , "20170727", , , , , , 
"US-Ne2", "88901", "GRP_HEIGHTC", , "0.114", "Mean", , , "20150521", , , , , , 
"US-Ne2", "88902", "GRP_HEIGHTC", , "0.398", "Mean", , , "20160705", , , , , , 
"US-Ne2", "88903", "GRP_HEIGHTC", , "1.042", "Mean", , , "20060809", , , , , , 
"US-Ne2", "88904", "GRP_HEIGHTC", , "0.943", "Mean", , , "20030624", , , , , , 
"US-Ne2", "88905", "GRP_HEIGHTC", , "1.050", "Mean", , , "20060815", , , , , , 
"US-Ne2", "88906", "GRP_HEIGHTC", , "3.039", "Mean", , , "20170720", , , , , , 
"US-Ne2", "88907", "GRP_HEIGHTC", , "1.002", "Mean", , , "20020910", , , , , , 
"US-Ne2", "88908", "GRP_HEIGHTC", , "0.315", "Mean", , , "20080708", , , , , , 
"US-Ne2", "88909", "GRP_HEIGHTC", , "2.037", "Mean", , , "20120626", , , , , , 
"US-Ne2", "88910", "GRP_HEIGHTC", , "2.668", "Mean", , , "20130812", , , , , , 
"US-Ne2", "88911", "GRP_HEIGHTC", , "0.750", "Mean", , , "20180710", , , , , , 
"US-Ne2", "88912", "GRP_HEIGHTC", , "1.165", "Mean", , , "20100624", , , , , , 
"US-Ne2", "88913", "GRP_HEIGHTC", , "0.905", "Mean", , , "20080818", , , , , , 
"US-Ne2", "88914", "GRP_HEIGHTC", , "0.067", "Mean", , , "20160606", , , , , , 
"US-Ne2", "88915", "GRP_HEIGHTC", , "0.136", "Mean", , , "20120510", , , , , , 
"US-Ne2", "88916", "GRP_HEIGHTC", , "1.895", "Mean", , , "20150701", , , , , , 
"US-Ne2", "88917", "GRP_HEIGHTC", , "1.807", "Mean", , , "20070628", , , , , , 
"US-Ne2", "88918", "GRP_HEIGHTC", , "2.306", "Mean", , , "20030716", , , , , , 
"US-Ne2", "88919", "GRP_HEIGHTC", , "0.000", "Mean", , , "20110526", , , , , , 
"US-Ne2", "88920", "GRP_HEIGHTC", , "1.651", "Mean", , , "20030707", , , , , , 
"US-Ne2", "88921", "GRP_HEIGHTC", , "1.714", "Mean", , , "20010709", , , , , , 
"US-Ne2", "88922", "GRP_HEIGHTC", , "1.420", "Mean", , , "20150624", , , , , , 
"US-Ne2", "88923", "GRP_HEIGHTC", , "0.000", "Mean", , , "20180521", , , , , , 
"US-Ne2", "88924", "GRP_HEIGHTC", , "2.552", "Mean", , , "20070710", , , , , , 
"US-Ne2", "88925", "GRP_HEIGHTC", , "0.776", "Mean", , , "20040813", , , , , , 
"US-Ne2", "88926", "GRP_HEIGHTC", , "2.557", "Mean", , , "20120710", , , , , , 
"US-Ne2", "88927", "GRP_HEIGHTC", , "0.186", "Mean", , , "20040708", , , , , , 
"US-Ne2", "88928", "GRP_HEIGHTC", , "2.113", "Mean", , , "20090630", , , , , , 
"US-Ne2", "88929", "GRP_HEIGHTC", , "0.517", "Mean", , , "20120525", , , , , , 
"US-Ne2", "88930", "GRP_HEIGHTC", , "2.689", "Mean", , , "20130723", , , , , , 
"US-Ne2", "88931", "GRP_HEIGHTC", , "0.180", "Mean", , , "20180608", , , , , , 
"US-Ne2", "88932", "GRP_HEIGHTC", , "2.204", "Mean", , , "20100713", , , , , , 
"US-Ne2", "88933", "GRP_HEIGHTC", , "0.940", "Mean", , , "20060920", , , , , , 
"US-Ne2", "88934", "GRP_HEIGHTC", , "0.360", "Mean", , , "20040720", , , , , , 
"US-Ne2", "88935", "GRP_HEIGHTC", , "0.568", "Mean", , , "20150610", , , , , , 
"US-Ne2", "88936", "GRP_HEIGHTC", , "0.907", "Mean", , , "20180718", , , , , , 
"US-Ne2", "88937", "GRP_HEIGHTC", , "1.066", "Mean", , , "20170621", , , , , , 
"US-Ne2", "88938", "GRP_HEIGHTC", , "0.918", "Mean", , , "20140917", , , , , , 
"US-Ne2", "88939", "GRP_HEIGHTC", , "0.753", "Mean", , , "20160718", , , , , , 
"US-Ne2", "88940", "GRP_HEIGHTC", , "2.751", "Mean", , , "20090709", , , , , , 
"US-Ne2", "88941", "GRP_HEIGHTC", , "1.708", "Mean", , , "20130627", , , , , , 
"US-Ne2", "88942", "GRP_HEIGHTC", , "2.550", "Mean", , , "20100810", , , , , , 
"US-Ne2", "88943", "GRP_HEIGHTC", , "0.847", "Mean", , , "20040916", , , , , , 
"US-Ne2", "88944", "GRP_HEIGHTC", , "2.441", "Mean", , , "20120703", , , , , , 
"US-Ne2", "88945", "GRP_HEIGHTC", , "0.413", "Mean", , , "20060707", , , , , , 
"US-Ne2", "88946", "GRP_HEIGHTC", , "1.057", "Mean", , , "20140818", , , , , , 
"US-Ne2", "88947", "GRP_HEIGHTC", , "0.143", "Mean", , , "20010529", , , , , , 
"US-Ne2", "88948", "GRP_HEIGHTC", , "1.242", "Mean", , , "20110701", , , , , , 
"US-Ne2", "88949", "GRP_HEIGHTC", , "0.352", "Mean", , , "20080715", , , , , , 
"US-Ne2", "88950", "GRP_HEIGHTC", , "0.000", "Mean", , , "20140526", , , , , , 
"US-Ne2", "88951", "GRP_HEIGHTC", , "0.288", "Mean", , , "20180614", , , , , , 
"US-Ne2", "88952", "GRP_HEIGHTC", , "0.072", "Mean", , , "20080604", , , , , , 
"US-Ne2", "88953", "GRP_HEIGHTC", , "1.020", "Mean", , , "20160725", , , , , , 
"US-Ne2", "88954", "GRP_HEIGHTC", , "3.334", "Mean", , , "20010809", , , , , , 
"US-Ne2", "88955", "GRP_HEIGHTC", , "0.203", "Mean", , , "20080630", , , , , , 
"US-Ne2", "88956", "GRP_HEIGHTC", , "0.184", "Mean", , , "20130523", , , , , , 
"US-Ne2", "88957", "GRP_HEIGHTC", , "1.288", "Mean", , , "20180806", , , , , , 
"US-Ne2", "88958", "GRP_HEIGHTC", , "0.353", "Mean", , , "20160627", , , , , , 
"US-Ne2", "88959", "GRP_HEIGHTC", , "2.610", "Mean", , , "20120718", , , , , , 
"US-Ne2", "88960", "GRP_HEIGHTC", , "3.053", "Mean", , , "20070807", , , , , , 
"US-Ne2", "88961", "GRP_HEIGHTC", , "0.442", "Mean", , , "20140707", , , , , , 
"US-Ne2", "88962", "GRP_HEIGHTC", , "0.963", "Mean", , , "20061005", , , , , , 
"US-Ne2", "88963", "GRP_HEIGHTC", , "0.123", "Mean", , , "20080620", , , , , , 
"US-Ne2", "88964", "GRP_HEIGHTC", , "3.055", "Mean", , , "20150804", , , , , , 
"US-Ne2", "88965", "GRP_HEIGHTC", , "3.430", "Mean", , , "20010820", , , , , , 
"US-Ne2", "88966", "GRP_HEIGHTC", , "0.807", "Mean", , , "20080930", , , , , , 
