"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "REFERENCE_PAPER", "REFERENCE_DOI", "REFERENCE_USAGE", 
"US-NR1", "1700005661", "GRP_REFERENCE_PAPER", "Matheny, A. M., Bohrer, G., Stoy, P. C., Baker, I. T., Black, A. T., Desai, A. R., Dietze, M. C., Gough, C. M., Ivanov, V. Y., Jassal, R. S., Novick, K. A., Schäfer, K. V., Verbeeck, H. (2014) Characterizing The Diurnal Patterns of Errors in The Prediction of Evapotranspiration by Several Land-Surface Models: An Nacp Analysis, Journal Of Geophysical Research: Biogeosciences, 119(7), 1458-1473", "10.1002/2014JG002623", "Reference", 
"US-NR1", "1700006027", "GRP_REFERENCE_PAPER", "Monson, R. K., Burns, S. P., Williams, M. W., Delany, A. C., Weintraub, M., Lipson, D. A. (2006) The Contribution Of Beneath-Snow Soil Respiration To Total Ecosystem Respiration In A High-Elevation, Subalpine Forest, Global Biogeochemical Cycles, 20(3), n/a-n/a", "10.1029/2005GB002684", "Reference", 
"US-NR1", "1700006030", "GRP_REFERENCE_PAPER", "Monson, R. K., Lipson, D. L., Burns, S. P., Turnipseed, A. A., Delany, A. C., Williams, M. W., Schmidt, S. K. (2006) Winter Forest Soil Respiration Controlled By Climate And Microbial Community Composition, Nature, 439(7077), 711-714", "10.1038/nature04555", "Reference", 
"US-NR1", "1700006033", "GRP_REFERENCE_PAPER", "Monson, R. K., Prater, M. R., Hu, J., Burns, S. P., Sparks, J. P., Sparks, K. L., Scott-Denton, L. E. (2010) Tree Species Effects On Ecosystem Water-Use Efficiency In A High-Elevation, Subalpine Forest, Oecologia, 162(2), 491-504", "10.1007/s00442-009-1465-z", "Reference", 
"US-NR1", "1700006036", "GRP_REFERENCE_PAPER", "Monson, R. K., Sparks, J. P., Rosenstiel, T. N., Scott-Denton, L. E., Huxman, T. E., Harley, P. C., Turnipseed, A. A., Burns, S. P., Backlund, B., Hu, J. (2005) Climatic Influences On Net Ecosystem CO2 Exchange During The Transition From Wintertime Carbon Source To Springtime Carbon Sink In A High-Elevation, Subalpine Forest, Oecologia, 146(1), 130-147", "10.1007/s00442-005-0169-2", "Reference", 
"US-NR1", "1700006039", "GRP_REFERENCE_PAPER", "Monson, R. K., Turnipseed, A. A., Sparks, J. P., Harley, P. C., Scott-Denton, L. E., Sparks, K., Huxman, T. E. (2002) Carbon Sequestration In A High-Elevation, Subalpine Forest, Global Change Biology, 8(5), 459-478", "10.1046/j.1365-2486.2002.00480.x", "Primary_Citation", 
"US-NR1", "1700006279", "GRP_REFERENCE_PAPER", "Oncley, S. P., Schwenz, K., Burns, S. P., Sun, J., Monson, R. K. (2009) A Cable-Borne Tram For Atmospheric Measurements Along Transects, Journal Of Atmospheric And Oceanic Technology, 26(3), 462-473", "10.1175/2008JTECHA1158.1", "Reference", 
"US-NR1", "1700006555", "GRP_REFERENCE_PAPER", "Raczka, B., Biraud, S. C., Ehleringer, J. R., Lai, C., Miller, J. B., Pataki, D. E., Saleska, S. R., Torn, M. S., Vaughn, B. H., Wehr, R., Bowling, D. R. (2017) Does Vapor Pressure Deficit Drive The Seasonality Of δ13C Of The Net Land-Atmosphere Co2 Exchange Across The United States?, Journal Of Geophysical Research: Biogeosciences, 122(8), 1969-1987", "https://doi.org/10.1002/2017JG003795", "Reference", 
"US-NR1", "1700006633", "GRP_REFERENCE_PAPER", "Reich, P. B., Walters, M. B., Ellsworth, D. S., Vose, J. M., Volin, J. C., Gresham, C., Bowman, W. D. (1998) Relationships Of Leaf Dark Respiration To Leaf Nitrogen, Specific Leaf Area And Leaf Life-Span: A Test Across Biomes And Functional Groups, Oecologia, 114(4), 471-482", "10.1007/s004420050471", "Reference", 
"US-NR1", "1700006702", "GRP_REFERENCE_PAPER", "Richardson, A. D., Anderson, R. S., Arain, M. A., Barr, A. G., Bohrer, G., Chen, G., Chen, J. M., Ciais, P., Davis, K. J., Desai, A. R., Dietze, M. C., Dragoni, D., Garrity, S. R., Gough, C. M., Grant, R., Hollinger, D. Y., Margolis, H. A., McCaughey, H., Migliavacca, M., Monson, R. K., Munger, J. W., Poulter, B., Raczka, B. M., Ricciuto, D. M., Sahoo, A. K., Schaefer, K., Tian, H., Vargas, R., Verbeeck, H., Xiao, J., Xue, Y. (2012) Terrestrial Biosphere Models Need Better Representation Of Vegetation Phenology: Results From The North American Carbon Program Site Synthesis, Global Change Biology, 18(2), 566-584", "10.1111/j.1365-2486.2011.02562.x", "Reference", 
"US-NR1", "1700006753", "GRP_REFERENCE_PAPER", "Riveros-Iregui, D.A., Hu, J., Burns, S.P., Bowling, D.R., Monson, R.K. (2011) An Interannual Assessment Of The Relationship Between The Stable Carbon Isotopic Composition Of Ecosystem Respiration And Climate In A High-Elevation Subalpine Forest, Journal Of Geophysical Research, 116(G2), 1-15", "10.1029/2010JG001556", "Reference", 
"US-NR1", "1700006789", "GRP_REFERENCE_PAPER", "Sacks, W. J., Schimel, D. S., Monson, R. K., Braswell, B. H. (2006) Model-Data Synthesis Of Diurnal And Seasonal CO2 Fluxes At Niwot Ridge, Colorado, Global Change Biology, 12(2), 240-259", "10.1111/j.1365-2486.2005.01059.x", "Reference", 
"US-NR1", "1700006843", "GRP_REFERENCE_PAPER", "Schaeffer, S. M., Anderson, D. E., Burns, S. P., Monson, R. K., Sun, J., Bowling, D. R. (2008) Canopy Structure And Atmospheric Flows In Relation To The δ13c Of Respired Co2 In A Subalpine Coniferous Forest, Agricultural And Forest Meteorology, 148(4), 592-605", "10.1016/j.agrformet.2007.11.003", "Reference", 
"US-NR1", "1700006864", "GRP_REFERENCE_PAPER", "Schimel, D.S., Kittel, T.G.F., Running, S., Monson, R.K., Turnipseed, A.A., Anderson, D. (2002) Carbon Sequestration Studied In Western U.S. Mountains, EOS, Transactions American Geophysical Union, 83(40), 445-449", "10.1029/2002eo000314", "Reference", 
"US-NR1", "1700007041", "GRP_REFERENCE_PAPER", "Sims, D. A., Rahman, A. F., Cordova, V. D., Baldocchi, D. D., Flanagan, L. B., Goldstein, A. H., Hollinger, D. Y., Misson, L., Monson, R. K., Schmid, H. P., Wofsy, S. C., Xu, L. (2005) Midday Values Of Gross CO2 Flux And Light Use Efficiency During Satellite Overpasses Can Be Used To Directly Estimate Eight-Day Mean Flux, Agricultural And Forest Meteorology, 131(1-2), 1-12", "10.1016/j.agrformet.2005.04.006", "Reference", 
"US-NR1", "1700007125", "GRP_REFERENCE_PAPER", "Sparks, J. P., Roberts, J. M., Monson, R. K. (2003) The Uptake Of Gaseous Organic Nitrogen By Leaves: A Significant Global Nitrogen Transfer Process, Geophysical Research Letters, 30(23), n/a-n/a", "10.1029/2003gl018578", "Reference", 
"US-NR1", "1700007275", "GRP_REFERENCE_PAPER", "Sullivan, R. C., Cook, D. R., Ghate, V. P., Kotamarthi, V. R., Feng, Y. (2019) Improved Spatiotemporal Representativeness And Bias Reduction Of Satellite-Based Evapotranspiration Retrievals Via Use Of In Situ Meteorology And Constrained Canopy Surface Resistance, Journal Of Geophysical Research: Biogeosciences, 124(2), 342-352", "10.1029/2018JG004744", "Reference", 
"US-NR1", "1700007374", "GRP_REFERENCE_PAPER", "Sullivan, R. C., Kotamarthi, V. R., Feng, Y. (2019) Recovering Evapotranspiration Trends From Biased CMIP5 Simulations And Sensitivity To Changing Climate Over North America, Journal Of Hydrometeorology, 20(8), 1619-1633", "10.1175/JHM-D-18-0259.1", "Reference", 
"US-NR1", "1700007446", "GRP_REFERENCE_PAPER", "Sun, J., Burns, S. P., Delany, A. C., Oncley, S. P., Turnipseed, A. A., Stephens, B. B., Lenschow, D. H., LeMone, M. A., Monson, R. K., Anderson, D. E. (2007) Co2 Transport Over Complex Terrain, Agricultural And Forest Meteorology, 145(1-2), 1-21", "10.1016/j.agrformet.2007.02.007", "Reference", 
"US-NR1", "1700007449", "GRP_REFERENCE_PAPER", "Sun, J., Oncley, S. P., Burns, S. P., Stephens, B. B., Lenschow, D. H., Campos, T., Watt, A. S., Monson, R. K., Moore, D. J., Hu, J., Tschudi, M., Schimel, D. S., Aulenbach, S., Sacks, W. J., De Wekker, S. F., Lai, C., Lamb, B., Allwine, E., Coons, T., Ojima, D., Ellsworth, P. Z., Sternberg, L. S., Zhong, S., Clements, C., Anderson, D. E. (2010) A Multiscale And Multidisciplinary Investigation Of Ecosystem–Atmosphere CO2 Exchange Over The Rocky Mountains Of Colorado, Bulletin Of The American Meteorological Society, 91(2), 209-230", "10.1175/2009BAMS2733.1", "Reference", 
"US-NR1", "1700007506", "GRP_REFERENCE_PAPER", "Swenson, S. C., Burns, S. P., Lawrence, D. M. (2019) The Impact Of Biomass Heat Storage On The Canopy Energy Balance And Atmospheric Stability In The Community Land Model, Journal Of Advances In Modeling Earth Systems, 11(1), 83-98", "10.1029/2018MS001476", "Reference", 
"US-NR1", "1700007590", "GRP_REFERENCE_PAPER", "Toomey, M., Friedl, M. A., Frolking, S., Hufkens, K., Klosterman, S., Sonnentag, O., Baldocchi, D. D., Bernacchi, C. J., Biraud, S. C., Bohrer, G., Brzostek, E., Burns, S. P., Coursolle, C., Hollinger, D. Y., Margolis, H. A., McCaughey, H., Monson, R. K., Munger, J. W., Pallardy, S., Phillips, R. P., Torn, M. S., Wharton, S., Zeri, M., Richardson, A. D. (2015) Greenness Indices From Digital Cameras Predict The Timing And Seasonal Dynamics Of Canopy-Scale Photosynthesis, Ecological Applications, 25(1), 99-115", "http://doi.org/10.1890/14-0005.1", "Reference", 
"US-NR1", "1700007686", "GRP_REFERENCE_PAPER", "Turnipseed, A. A., Anderson, D. E., Blanken, P. D., Baugh, W. M., Monson, R. K. (2003) Airflows And Turbulent Flux Measurements In Mountainous Terrain: Part 1. Canopy and local effects, Agricultural And Forest Meteorology, 119(1-2), 1-21", "10.1016/s0168-1923(03)00136-9", "Reference", 
"US-NR1", "1700007689", "GRP_REFERENCE_PAPER", "Turnipseed, A. A., Anderson, D. E., Burns, S., Blanken, P. D., Monson, R. K. (2004) Airflows And Turbulent Flux Measurements In Mountainous Terrain: Part 2: Mesoscale effects, Agricultural And Forest Meteorology, 125(3-4), 187-205", "10.1016/j.agrformet.2004.04.007", "Reference", 
"US-NR1", "1700007692", "GRP_REFERENCE_PAPER", "Turnipseed, A. A., Burns, S. P., Moore, D. J., Hu, J., Guenther, A. B., Monson, R. K. (2009) Controls Over Ozone Deposition To A High Elevation Subalpine Forest, Agricultural And Forest Meteorology, 149(9), 1447-1459", "10.1016/j.agrformet.2009.04.001", "Reference", 
"US-NR1", "1700007695", "GRP_REFERENCE_PAPER", "Turnipseed, A., Blanken, P., Anderson, D., Monson, R. (2002) Energy Budget Above A High-Elevation Subalpine Forest In Complex Topography, Agricultural And Forest Meteorology, 110(3), 177-201", "10.1016/s0168-1923(01)00290-8", "Reference", 
"US-NR1", "1700008049", "GRP_REFERENCE_PAPER", "Winchell, T. S., Barnard, D. M., Monson, R. K., Burns, S. P., Molotch, N. P. (2016) Earlier Snowmelt Reduces Atmospheric Carbon Uptake In Midlatitude Subalpine Forests, Geophysical Research Letters, 43(15), 8160-8168", "10.1002/2016GL069769", "Reference", 
"US-NR1", "1700008082", "GRP_REFERENCE_PAPER", "Wolf, S., Keenan, T.F., Fisher, J.B., Baldocchi, D.D., Desai, A.R., Richardson, A.D., Scott, R.L., Law, B.E., Litvak, M.E., Brunsell, N.A., Peters, W., van der Laan-Luijkx, I.T. (2016) Warm spring reduced carbon cycle impact of the 2012 US summer drought, Proceedings of the National Academy of Sciences, 113(21), 5880-5885", "10.1073/pnas.1519620113", "Reference", 
"US-NR1", "1700008250", "GRP_REFERENCE_PAPER", "Yi, C., Anderson, D. E., Turnipseed, A. A., Burns, S. P., Sparks, J. P., Stannard, D. I., Monson, R. K. (2008) The Contribution Of Advective Fluxes To Net Ecosystem Exchange In A High-Elevation, Subalpine Forest, Ecological Applications, 18(6), 1379-1390", "10.1890/06-0908.1", "Reference", 
"US-NR1", "1700008271", "GRP_REFERENCE_PAPER", "Yi, C., Li, R., Bakwin, P. S., Desai, A., Ricciuto, D. M., Burns, S. P., Turnipseed, A. A., Wofsy, S. C., Munger, J. W., Wilson, K., Monson, R. K. (2004) A Nonparametric Method For Separating Photosynthesis And Respiration Components In CO2 Flux Measurements, Geophysical Research Letters, 31(17), n/a-n/a", "10.1029/2004gl020490", "Reference", 
"US-NR1", "1700008283", "GRP_REFERENCE_PAPER", "Yi, C., Monson, R. K., Zhai, Z., Anderson, D. E., Lamb, B., Allwine, G., Turnipseed, A. A., Burns, S. P. (2005) Modeling And Measuring The Nocturnal Drainage Flow In A High-Elevation, Subalpine Forest With Complex Terrain, Journal Of Geophysical Research, 110(D22303), n/a-n/a", "10.1029/2005jd006282", "Reference", 
"US-NR1", "1700008379", "GRP_REFERENCE_PAPER", "Zobitz, J. M., Burns, S. P., Ogée, J., Reichstein, M., Bowling, D. R. (2007) Partitioning Net Ecosystem Exchange Of Co2: A Comparison Of A Bayesian/Isotope Approach To Environmental Regression Methods, Journal Of Geophysical Research: Biogeosciences, 112(G3), n/a-n/a", "10.1029/2006JG000282", "Reference", 
"US-NR1", "1700008382", "GRP_REFERENCE_PAPER", "ZOBITZ, J. M., BURNS, S. P., REICHSTEIN, M., BOWLING, D. R. (2008) Partitioning Net Ecosystem Carbon Exchange And The Carbon Isotopic Disequilibrium In A Subalpine Forest, Global Change Biology, 14(8), 1785-1800", "10.1111/j.1365-2486.2008.01609.x", "Reference", 
"US-NR1", "1700008406", "GRP_REFERENCE_PAPER", "Zscheischler, J., Fatichi, S., Wolf, S., Blanken, P., Bohrer, G., Clark, K., Desai, A., Hollinger, D., Keenan, T., Novick, K.A., Seneviratne, S.I. (2016) Short-term favorable weather conditions are an important control of interannual variability in carbon and water fluxes, Journal of Geophysical Research - Biogeosciences, 121(8), 2186-2198", "10.1002/2016JG003503", "Reference", 
"US-NR2", "1700001038", "GRP_REFERENCE_PAPER", "Burns, S. P., Delany, A. C., Sun, J., Stephens, B. B., Oncley, S. P., Maclean, G. D., Semmer, S. R., Schröter, J., Ruppert, J. (2009) An Evaluation Of Calibration Techniques For In Situ Carbon Dioxide Measurements Using A Programmable Portable Trace-Gas Measuring System, Journal Of Atmospheric And Oceanic Technology, 26(2), 291-316", "10.1175/2008JTECHA1080.1", "Reference", 
"US-NR2", "1700003258", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Nrf", "1700003261", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Nrs", "1700003264", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-OF1", "1700003267", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-OF2", "1700003270", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Oho", "1700001503", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(3), 9275–9287", "10.1029/2018GL079306", "Reference", 
"US-Oho", "1700001677", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(5), 9275–9287", "10.1029/2018GL079306", "Reference", 
"US-Oho", "1700001833", "GRP_REFERENCE_PAPER", "Chu, H., Chen, J., Gottgens, J. F., Desai, A. R., Ouyang, Z., Qian, S. S. (2016) Response And Biophysical Regulation Of Carbon Dioxide Fluxes To Climate Variability And Anomaly In Contrasting Ecosystems In Northwestern Ohio, Usa, Agricultural And Forest Meteorology, 220(3), 50-68", "10.1016/j.agrformet.2016.01.008", "Reference", 
"US-Oho", "1700001842", "GRP_REFERENCE_PAPER", "Chu, H., Chen, J., Gottgens, J. F., Desai, A. R., Ouyang, Z., Qian, S. S. (2016) Response And Biophysical Regulation Of Carbon Dioxide Fluxes To Climate Variability And Anomaly In Contrasting Ecosystems In Northwestern Ohio, Usa, Agricultural And Forest Meteorology, 220(5), 50-68", "10.1016/j.agrformet.2016.01.008", "Reference", 
"US-Oho", "1700002109", "GRP_REFERENCE_PAPER", "DeForest, J. L., Noormets, A., McNulty, S. G., Sun, G., Tenney, G., Chen, J. (2006) Phenophases Alter The Soil Respiration–Temperature Relationship In An Oak-Dominated Forest, International Journal Of Biometeorology, 51(2), 135-144", "10.1007/s00484-006-0046-7", "Reference", 
"US-Oho", "1700003273", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"US-Oho", "1700006210", "GRP_REFERENCE_PAPER", "Noormets, A., McNulty, S. G., DeForest, J. L., Sun, G., Li, Q., Chen, J. (2008) Drought During Canopy Development Has Lasting Effect On Annual Carbon Balance In A Deciduous Temperate Forest, New Phytologist, 179(3), 818-828", "10.1111/j.1469-8137.2008.02501.x", "Primary_Citation", 
"US-Oho", "1700006294", "GRP_REFERENCE_PAPER", "Ouyang, Z., Chen, J., Becker, R., Chu, H., Xie, J., Shao, C., John, R. (2014) Disentangling The Confounding Effects Of PAR And Air Temperature On Net Ecosystem Exchange At Multiple Time Scales, Ecological Complexity, 19(), 46-58", "10.1016/j.ecocom.2014.04.005", "Reference", 
"US-Oho", "1700008163", "GRP_REFERENCE_PAPER", "Xie, J., Chen, J., Sun, G., Chu, H., Noormets, A., Ouyang, Z., John, R., Wan, S., Guan, W. (2014) Long-Term Variability And Environmental Control Of The Carbon Cycle In An Oak-Dominated Temperate Forest, Forest Ecology And Management, 313(1), 319-328", "10.1016/j.foreco.2013.10.032", "Reference", 
"US-Oho", "1700008166", "GRP_REFERENCE_PAPER", "Xie, J., Chen, J., Sun, G., Zha, T., Yang, B., Chu, H., Liu, J., Wan, S., Zhou, C., Ma, H., Bourque, C. P., Shao, C., John, R., Ouyang, Z. (2016) Ten-Year Variability In Ecosystem Water Use Efficiency In An Oak-Dominated Temperate Forest Under A Warming Climate, Agricultural And Forest Meteorology, 218-219(3), 209-217", "10.1016/j.agrformet.2015.12.059", "Reference", 
"US-Oho", "1700008169", "GRP_REFERENCE_PAPER", "Xie, J., Sun, G., Chu, H., Liu, J., McNulty, S. G., Noormets, A., John, R., Ouyang, Z., Zha, T., Li, H., Guan, W., Chen, J. (2014) Long-Term Variability In The Water Budget And Its Controls In An Oak-Dominated Temperate Forest, Hydrological Processes, 28(25), 6054-6066", "10.1002/hyp.10079", "Reference", 
"US-ORv", "1700001002", "GRP_REFERENCE_PAPER", "Brooker, M. R., Bohrer, G., Mouser, P. J. (2014) Variations In Potential Ch4 Flux And Co2 Respiration From Freshwater Wetland Sediments That Differ By Microsite Location, Depth And Temperature, Ecological Engineering, 72(8), 84-94", "10.1016/j.ecoleng.2014.05.028", "Reference", 
