,names  Year (gC/m2/day),1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
50,US-Mpj,1.113777539,1.194909111,0.690183636,0.81884615,1.39101749,1.227599014,1.181952961,1.035311401,1.026986316,1.330966255,1.446123252,1.165987944,0.996525305,1.136706197,0.756669977,1.300507771,1.04302626,1.34710781,1.295191428,1.198588917,0.993597103,1.137179709,0.677024552,0.807293964,1.389424552,1.243512964,1.193382311,1.04724231,1.035871306,1.346540585,1.462061788,1.180377698,1.009109162,1.148111848,0.768510732,1.320787576,1.059724223,1.370515866,1.317105207,1.21947624,1.009772404,1.15803609,0.692952085,0.826399883,1.414301654,1.255535722,1.208772212,1.063515277,1.052135144,1.368579727,1.484543342,1.195391007,1.025354317,1.162831469,0.782663112,1.34327616,1.079926494,1.395659257,1.344158552,1.239725932,1.03076852,1.188665847,0.724124638,0.85249912,1.446266301,1.284991475,1.233938503,1.088876912,1.081339202,1.409558565,1.518478832,1.308646746,0.745321553,0.753614765,0.83064145,0.630390623,1.231079478,1.218413804,1.130532008,1.162559202,0.800384709,1.520754017,1.020273004,1.055041943,1.010716806,1.24552674,1.419046777,0.992401348,1.047073924,1.276810042,1.311689813,1.326041134,1.415421794,1.223415263,1.102471338,0.996632244,0.763521444,0.428841706,0.935787667,1.031234586,1.11533293,0.505346775,0.759897696,1.083756007,0.642475814,0.94608477,0.35837295,0.921908366,1.188448902,1.350549789,0.950853547,0.583991623,1.406413719,1.171411104,1.057810702,0.870374092,0.939592677,1.060189971,1.387562509,1.27276135,0.782515464,1.122218523,1.336958758,1.62405873,0.728347646,0.867918529,1.597035457,1.32164683,1.338455273,1.103853692,1.275482743,1.251773016,1.142510968,1.289443214,1.319085743,1.68442292,1.57205916,1.596787437,1.373300906,1.265282976,1.383693602,1.253451482,1.22669973,1.374059251,1.496536025,1.389328717,1.244149424,1.818103025,1.545083497,1.816730705,1.337082124,1.377897484,1.225481183,1.299146976,1.626402463,1.70520837,1.575550702,1.736046571,1.034339118,1.73660519,1.575266926,0.320024539,0.528850866,0.751069924,1.349581365
51,CA-Gro,1.254092806,1.254606571,1.194532189,1.225982388,1.109768945,1.213505474,1.153945868,1.117975834,1.17349793,1.042534283,1.139503742,1.14013314,1.271032843,1.223797166,1.180454613,1.146588075,1.193215885,1.050197013,1.067512862,1.098605185,1.23137718,1.239746043,1.191763976,1.225368719,1.113027355,1.220977135,1.164194532,1.131175367,1.191293422,1.060508467,1.161592605,1.165494996,1.302250515,1.255452987,1.211983926,1.183119216,1.2319709,1.088159223,1.109055268,1.144638804,1.284849741,1.296880643,1.243566546,1.282201622,1.162518902,1.271320568,1.21601833,1.184749807,1.242205396,1.108408822,1.21190397,1.215814509,1.356889362,1.300834665,1.259586506,1.230439762,1.282234592,1.134087486,1.155557524,1.19630754,1.342657289,1.356939014,1.29803909,1.342152718,1.218157358,1.331080333,1.277834381,1.246604344,1.30491137,1.167723529,1.278811999,1.219094786,1.261567516,1.201559538,1.258004865,1.30121836,1.22422169,1.388199458,1.316929637,1.307826086,1.329920295,1.410807158,1.335516414,1.3481388,1.366488591,1.331665839,1.302452235,1.341519011,1.418108599,1.474650604,1.448894153,1.483826489,1.48887058,1.459768717,1.404571236,1.61792523,1.625778888,1.4348614,1.561311698,1.65146939,1.499838048,1.706161572,1.552069434,1.721140419,1.736664172,1.659204842,1.75774218,1.808209888,1.912100123,1.661181124,1.74568993,1.772903405,1.795049389,1.753994144,1.886574543,1.862283415,1.808824304,1.816491594,1.928793277,1.985211644,1.908603903,1.989248541,1.878264363,1.937630718,1.775623077,1.733302076,1.691467307,1.766440396,1.741254888,1.824126569,1.745016122,1.735203485,1.741008789,1.785814017,1.94147397,1.982779303,2.039520666,2.091221062,1.958706167,1.857812308,2.105991002,2.059698612,2.040211396,2.02691835,2.041431515,1.838900628,2.049102025,2.036975462,2.248963968,2.257578197,2.322939318,2.250246782,2.219345472,1.996800912,2.160730406,2.128224242,2.246912985,2.213206626,2.33282082,2.325914385,2.439488206,2.226401531,2.428835885,2.057377261,1.996385672
52,CA-Ca2,2.348104324,2.305018831,2.371537542,2.406084846,2.458609951,2.454437109,2.39870314,2.323665615,2.24309243,2.246044991,2.324924459,2.374126028,2.35308031,2.348970941,2.354904379,2.475157936,2.443430419,2.356934132,2.421899369,2.358155022,2.381056919,2.322151009,2.39065335,2.42207296,2.47341175,2.471088709,2.417187126,2.344912473,2.264948881,2.265647581,2.348442826,2.400162259,2.382884298,2.380570382,2.388449751,2.512884107,2.483542459,2.396009242,2.462501839,2.400200724,2.421867184,2.364102912,2.432990546,2.464175836,2.51628783,2.514712802,2.455805726,2.345252726,2.284657892,2.292241271,2.381242699,2.436108205,2.421354375,2.419996687,2.438244054,2.558272577,2.527366408,2.439194644,2.50311142,2.441552113,2.465070683,2.404982439,2.47828547,2.511893454,2.567433234,2.567178395,2.508275442,2.432777986,2.354622492,2.354168818,2.436006148,2.531649908,2.290325371,2.476586062,2.3963188,2.458439572,2.584748043,2.402005394,2.509592186,2.453337203,2.433768688,2.460205243,2.396513165,2.47494112,2.605005368,2.542635102,2.687886006,2.633041603,2.530386025,2.517073172,2.573183531,2.69488443,2.625932046,2.684086041,2.506525339,2.522851407,2.580308296,2.659480915,2.641273339,2.65545326,2.602785532,2.496203189,2.61409767,2.653776663,2.6929966,2.647192698,2.605615694,2.68569678,2.625477315,2.745457101,2.696393828,2.571044391,2.800699429,2.863307485,2.879409733,2.734527322,2.765952118,2.675380933,2.758389222,2.756478276,2.848073703,2.715562775,2.616534515,2.79047517,2.809989158,2.716206731,2.941901991,2.893904133,2.89598756,2.898686719,2.968787515,3.07463151,2.907482446,3.105910606,3.089605518,2.83357269,2.955967349,2.905393086,2.976680092,2.969930224,2.940255474,3.050322852,3.04980208,3.146223107,3.130408112,3.090478847,3.095052518,3.200140426,3.191109429,3.212338289,3.263231947,3.338326957,3.284198172,3.245382606,3.241354912,3.332235507,3.20061473,3.196240267,3.162254787,3.120571995,3.216801724,3.239366881,3.274193735,3.327007167,3.24780571
53,US-SCw,0.411139656,0.474320051,0.515853443,0.343672254,0.511876356,0.804004618,0.837897868,0.638196881,0.354725166,0.337017009,0.711879716,0.584460579,0.577942648,0.60864695,0.288722995,0.750695943,0.804266781,0.856087654,0.430646907,0.63016625,0.491533829,0.500259135,0.53148824,0.356821027,0.522294019,0.821199513,0.83978991,0.646465302,0.365587723,0.347127327,0.723990474,0.601665131,0.584134511,0.619027508,0.299041366,0.772561269,0.823763523,0.868452229,0.440574806,0.642782266,0.498760773,0.512495157,0.549091485,0.369454058,0.535763292,0.84655754,0.855351943,0.656764431,0.373074752,0.35455673,0.740088939,0.614360757,0.591467811,0.626848742,0.304055114,0.783873181,0.833073809,0.885354233,0.450489831,0.656199277,0.507502833,0.521559704,0.559958171,0.378038748,0.550020468,0.870249493,0.877515809,0.672826669,0.386309007,0.365529113,0.765049817,0.367425778,0.653745873,0.416746489,0.296313926,0.382734444,0.586443307,0.659867436,0.518081495,0.508845744,0.792533346,0.476873662,0.913056916,0.693412325,0.048159197,0.686701156,0.698368492,0.502385542,0.600905843,0.847324512,0.698134962,0.971371624,0.660403522,0.676350141,0.867032379,0.669985953,0.613544327,0.313193445,0.334618207,0.465596221,0.033843929,0.06769161,0.710726159,0.49672249,0.552407456,0.438838021,0.029405795,0.456948646,0.53224945,0.301363719,0.443167391,0.163644008,0.334778436,0.467914976,0.370423671,0.327049724,0.51993073,0.582469479,0.489755255,0.611739116,0.344703345,0.326874918,0.315664262,0.483820918,0.418984736,0.291088906,0.610474354,0.63127504,0.765057751,0.744390818,0.898221253,0.539275151,0.721597178,0.923942582,0.528809952,0.677671126,0.850518425,0.222339665,0.59186065,0.05913231,0.062675715,0.547746541,0.783689014,0.802859009,0.620738119,0.869299985,0.062464027,0.741448759,0.866291934,0.074640537,0.071172432,0.482358229,0.070988429,0.50203162,0.244304257,1.048408549,0.470039826,0.069884998,0.514727342,0.500938255,0.663035593,0.77236999,0.072410707,0.494389989,0.101806175
54,US-SCs,1.225844685,1.290902397,1.221281522,1.061892316,1.488646812,1.855385982,1.403314607,1.518221481,1.474135391,0.976795634,1.121745622,1.121106574,1.249272385,1.662198673,0.809081717,1.781361833,1.902798906,2.034128711,0.774028503,1.210031327,1.150539201,1.246962253,1.245276082,1.077732557,1.487811194,1.818285171,1.362672547,1.488717035,1.425853797,0.975025705,1.121309222,1.118092373,1.226420913,1.62982344,0.817523376,1.758696446,1.87614741,1.999429276,0.791406893,1.217988807,1.155008414,1.256901833,1.259759228,1.086872596,1.499231447,1.830767975,1.376312978,1.507441207,1.444525127,0.988021479,1.136798659,1.135683659,1.2465403,1.658632183,0.831198098,1.797918081,1.918665751,2.047795528,0.806708955,1.251658119,1.187199358,1.293186811,1.294639353,1.120495868,1.551074257,1.895920248,1.427926538,1.557161334,1.50502406,1.008239866,1.175750217,1.474302927,1.393539416,1.282270682,1.057924139,0.807731715,1.044474003,1.4243852,1.465151094,0.997334622,1.682807469,1.315122448,1.449966015,1.347766303,1.517556358,1.61692878,1.616150048,1.219262432,1.327289491,1.826899506,1.299931239,2.002558916,1.716815979,1.719146538,1.947944831,1.583899045,1.256317778,1.085061223,0.825002286,1.218190545,1.137033114,0.858734245,1.881407472,1.113820839,1.565299281,1.141202862,1.074144518,1.748772915,1.82311778,0.851013052,1.299085585,0.319518169,1.165286571,1.21350568,1.054231773,1.182286477,1.319688002,1.801325432,1.333987947,1.617382245,1.281389557,1.107043903,1.078418139,1.514189547,1.545818636,1.814126425,1.250159227,1.406256846,1.638408367,1.834618285,1.869848344,1.376109606,2.080462414,2.60735751,1.28238855,1.520869392,1.879045474,1.584224305,1.236549608,0.947058277,0.900912524,1.152945378,1.538079037,1.818040908,1.760863007,2.387418756,1.842003366,1.666421499,2.754634201,1.126346958,1.07736594,1.419867662,0.769255953,1.878761672,1.641726327,2.232622234,1.710914815,0.772580174,1.457833812,1.502291401,2.264041681,2.609186523,1.45208297,1.214680969,0.794522191
55,US-SCg,1.225844685,1.290902397,1.221281522,1.061892316,1.488646812,1.855385982,1.403314607,1.518221481,1.474135391,0.976795634,1.121745622,1.121106574,1.249272385,1.662198673,0.809081717,1.781361833,1.902798906,2.034128711,0.774028503,1.210031327,1.150539201,1.246962253,1.245276082,1.077732557,1.487811194,1.818285171,1.362672547,1.488717035,1.425853797,0.975025705,1.121309222,1.118092373,1.226420913,1.62982344,0.817523376,1.758696446,1.87614741,1.999429276,0.791406893,1.217988807,1.155008414,1.256901833,1.259759228,1.086872596,1.499231447,1.830767975,1.376312978,1.507441207,1.444525127,0.988021479,1.136798659,1.135683659,1.2465403,1.658632183,0.831198098,1.797918081,1.918665751,2.047795528,0.806708955,1.251658119,1.187199358,1.293186811,1.294639353,1.120495868,1.551074257,1.895920248,1.427926538,1.557161334,1.50502406,1.008239866,1.175750217,1.474302927,1.393539416,1.282270682,1.057924139,0.807731715,1.044474003,1.4243852,1.465151094,0.997334622,1.682807469,1.315122448,1.449966015,1.347766303,1.517556358,1.61692878,1.616150048,1.219262432,1.327289491,1.826899506,1.299931239,2.002558916,1.716815979,1.719146538,1.947944831,1.583899045,1.256317778,1.085061223,0.825002286,1.218190545,1.137033114,0.858734245,1.881407472,1.113820839,1.565299281,1.141202862,1.074144518,1.748772915,1.82311778,0.851013052,1.299085585,0.319518169,1.165286571,1.21350568,1.054231773,1.182286477,1.319688002,1.801325432,1.333987947,1.617382245,1.281389557,1.107043903,1.078418139,1.514189547,1.545818636,1.814126425,1.250159227,1.406256846,1.638408367,1.834618285,1.869848344,1.376109606,2.080462414,2.60735751,1.28238855,1.520869392,1.879045474,1.584224305,1.236549608,0.947058277,0.900912524,1.152945378,1.538079037,1.818040908,1.760863007,2.387418756,1.842003366,1.666421499,2.754634201,1.126346958,1.07736594,1.419867662,0.769255953,1.878761672,1.641726327,2.232622234,1.710914815,0.772580174,1.457833812,1.502291401,2.264041681,2.609186523,1.45208297,1.214680969,0.794522191
56,US-Blo,1.283863799,1.256750888,1.473695216,1.305336333,1.442008505,1.349743241,1.295221882,1.156292041,1.316910861,1.132478281,1.363064992,1.394648702,1.411163597,1.265267409,1.398371634,1.316959516,1.522446178,1.400040824,1.32195671,1.348947496,1.328059186,1.35762843,1.561352916,1.454536632,1.554216967,1.506044762,1.432491187,1.330303699,1.449424509,1.363251101,1.530598481,1.558793586,1.556848355,1.420718657,1.499339679,1.504805043,1.632852852,1.506876387,1.407952365,1.421986366,1.396848751,1.433186899,1.635725742,1.507801696,1.593161493,1.568732139,1.427812963,1.331004179,1.42446494,1.324470236,1.483490954,1.544291904,1.569355569,1.421827278,1.529757296,1.550415295,1.712543848,1.586578437,1.492117357,1.519361057,1.507056468,1.54719528,1.754933878,1.634399909,1.724428827,1.679292002,1.569813254,1.469515177,1.580796875,1.488285848,1.647514241,1.651172226,1.651984242,1.740768144,1.502147116,1.654107025,1.6198084,1.61050526,1.507888489,1.553654998,1.552871537,1.553974356,1.617009802,1.610110668,1.535379737,1.624514475,1.565211255,1.739238383,1.709981338,1.664942804,1.568991302,1.754808138,1.905660852,1.764370109,1.798441583,1.765541641,1.759648916,1.68059108,1.891157234,1.520356046,1.709462458,1.808321391,1.668255669,2.085074134,1.770864705,1.844561126,1.901718369,1.984697327,1.722231286,1.608382713,1.787140384,1.83706435,1.908226172,2.154823855,1.909448281,1.863221905,1.687418754,1.967643011,1.83024043,1.851969245,1.74820534,1.931377469,1.927262764,1.797185167,1.936698753,2.009682261,1.932833766,1.280369353,1.690510655,1.938747489,2.050535262,2.067462585,2.039760267,2.211011285,2.057753197,1.955900541,2.138507066,1.787736133,2.017698064,2.107345917,2.04484136,2.137173964,1.993041401,2.251908647,2.154725721,2.289456182,2.301807274,2.075969384,2.445170705,2.15997995,2.327988991,1.998260032,2.122324658,2.210786133,2.172370847,2.521180653,2.245017165,2.289040599,2.06526742,2.179120528,2.427622395,2.586812576,2.276196049,2.108865866,2.144146988
57,US-KFS,3.395004026,3.379204721,2.931278746,3.433710165,3.400118344,3.312337628,3.341422679,3.307349849,3.417599689,3.547483142,3.449990746,2.385278972,2.622666295,3.282754992,3.529611861,3.495857506,3.632770767,3.611320219,3.408746868,3.422866243,3.512921745,3.321109749,2.934639491,3.345872533,3.366824871,3.364109919,3.27507647,3.323061298,3.217776776,3.48602092,3.460716425,2.144876045,2.758879581,3.359253321,3.569027358,3.434081554,3.547518662,3.51616965,3.351521002,3.375821502,3.41095289,2.984428632,3.004680026,3.020109199,3.10008776,3.386402589,3.113580008,3.137886977,2.871612798,3.336289049,3.512863152,1.978507663,2.914720118,3.475314895,3.651327953,3.492512321,3.599180861,3.490795899,3.389559136,3.416716984,3.449161651,2.946853145,3.062950173,3.039326945,3.176801797,3.481258475,3.105171474,3.213327384,2.905214598,3.424887099,3.585294303,3.46276016,3.731307227,3.59263051,3.631115787,3.34766429,3.224774388,3.374077056,3.645414756,3.355957171,3.029056554,2.720613458,2.971370759,3.139686503,2.103875755,2.948099899,2.027127202,2.386138568,2.89940931,2.987907367,2.919119177,3.098566899,3.345914855,3.342782208,3.498741348,3.540801444,3.61237269,3.311399162,3.496458463,3.156435612,3.624741138,3.668760659,3.724827898,2.89072981,3.002978808,3.494698229,3.28411529,3.21810375,3.793346114,3.61807883,3.504603484,3.653139394,3.490355067,3.273014865,3.426419075,3.672453773,3.711997702,3.767358656,3.791708349,3.620222301,3.575705942,3.482367987,3.716085093,3.879067832,3.813977367,3.628792269,3.172685282,3.442557378,3.364198445,3.709512758,2.97179993,3.48346492,3.581292082,3.209795532,3.046455415,3.379647944,3.865031041,3.600890992,3.08469322,3.52860017,3.815545374,3.237879779,3.598073302,3.738695973,3.888566797,3.665523518,3.869232106,3.876200772,3.521365242,3.914764059,3.482019093,3.680348741,3.75725726,3.276134256,3.911939561,4.09048629,4.15506883,4.053955107,4.053587113,4.2282577,3.979960318,3.236013329,2.921664407,3.298053611,3.845569866
58,US-Ho2,2.470564516,2.176309975,2.107996344,2.394943378,2.248639351,2.338910634,2.280902812,2.32084438,2.486003281,2.461158198,2.293614305,2.421221026,2.666893529,2.642121466,2.370537378,2.385074806,2.211877936,2.30828455,2.138542692,2.292251015,2.400487465,2.141364992,2.090562768,2.382666896,2.250335319,2.33564494,2.291717335,2.329395651,2.504552803,2.461806648,2.304240015,2.430985547,2.688940574,2.657712102,2.386473673,2.410056369,2.233420255,2.340331015,2.173383928,2.325650362,2.439371952,2.177475072,2.133933554,2.4309338,2.296090049,2.386462395,2.344245814,2.387095257,2.557770012,2.538839004,2.366455984,2.503784824,2.75526501,2.726500461,2.471447495,2.482705578,2.317111666,2.412051142,2.248069281,2.398977156,2.517303617,2.244647739,2.193688397,2.499996449,2.369617946,2.462173789,2.403417044,2.452143912,2.627443447,2.617549596,2.435759326,2.514883855,2.342833402,2.393327719,2.530971815,2.528649198,2.392662478,2.740717338,2.493339493,2.451070224,2.432353985,2.636795287,2.572034713,2.474022251,2.682707046,2.601561679,2.738817607,2.544467592,2.733284014,2.403689164,2.390086255,2.467942277,2.511497735,2.423037534,2.45450183,2.673107579,2.713860424,2.615870953,2.733176493,2.637140766,2.467227494,2.642698596,2.503303421,2.706650798,2.767290081,2.655385795,2.657570977,2.698645659,2.826903909,2.545804421,2.725456047,2.623693484,2.550989512,2.569939428,2.578492412,2.383255777,2.545981715,2.492615345,2.716182443,2.625212194,2.5225795,2.786259574,2.562512177,2.933318985,2.857889364,2.83784789,2.974830264,2.975623129,2.754863384,2.9468446,2.808352607,3.169629984,2.893415818,3.149265764,2.944920079,2.915629189,3.026278436,3.093168747,3.106287218,2.841071661,3.078132474,3.015265335,2.931445665,2.861816914,2.971828738,2.980694572,2.948608968,2.840261989,3.19693681,3.169423822,3.089878425,3.066579383,3.055407622,2.832083938,3.053288968,2.950252855,3.195783951,3.09696294,3.130377423,3.263459464,3.503481803,3.274364729,3.420039073,3.371072342,3.198395608
59,CA-Ca3,2.348104324,2.305018831,2.371537542,2.406084846,2.458609951,2.454437109,2.39870314,2.323665615,2.24309243,2.246044991,2.324924459,2.374126028,2.35308031,2.348970941,2.354904379,2.475157936,2.443430419,2.356934132,2.421899369,2.358155022,2.381056919,2.322151009,2.39065335,2.42207296,2.47341175,2.471088709,2.417187126,2.344912473,2.264948881,2.265647581,2.348442826,2.400162259,2.382884298,2.380570382,2.388449751,2.512884107,2.483542459,2.396009242,2.462501839,2.400200724,2.421867184,2.364102912,2.432990546,2.464175836,2.51628783,2.514712802,2.455805726,2.345252726,2.284657892,2.292241271,2.381242699,2.436108205,2.421354375,2.419996687,2.438244054,2.558272577,2.527366408,2.439194644,2.50311142,2.441552113,2.465070683,2.404982439,2.47828547,2.511893454,2.567433234,2.567178395,2.508275442,2.432777986,2.354622492,2.354168818,2.436006148,2.531649908,2.290325371,2.476586062,2.3963188,2.458439572,2.584748043,2.402005394,2.509592186,2.453337203,2.433768688,2.460205243,2.396513165,2.47494112,2.605005368,2.542635102,2.687886006,2.633041603,2.530386025,2.517073172,2.573183531,2.69488443,2.625932046,2.684086041,2.506525339,2.522851407,2.580308296,2.659480915,2.641273339,2.65545326,2.602785532,2.496203189,2.61409767,2.653776663,2.6929966,2.647192698,2.605615694,2.68569678,2.625477315,2.745457101,2.696393828,2.571044391,2.800699429,2.863307485,2.879409733,2.734527322,2.765952118,2.675380933,2.758389222,2.756478276,2.848073703,2.715562775,2.616534515,2.79047517,2.809989158,2.716206731,2.941901991,2.893904133,2.89598756,2.898686719,2.968787515,3.07463151,2.907482446,3.105910606,3.089605518,2.83357269,2.955967349,2.905393086,2.976680092,2.969930224,2.940255474,3.050322852,3.04980208,3.146223107,3.130408112,3.090478847,3.095052518,3.200140426,3.191109429,3.212338289,3.263231947,3.338326957,3.284198172,3.245382606,3.241354912,3.332235507,3.20061473,3.196240267,3.162254787,3.120571995,3.216801724,3.239366881,3.274193735,3.327007167,3.24780571
60,CA-Let,0.197448639,0.225605467,0.210601053,0.231206584,0.204741654,0.321320343,0.446019869,0.364637861,0.253963959,0.171281776,0.191806837,0.288890598,0.37954292,0.360269821,0.320162382,0.244640924,0.293218053,0.290443302,0.300103353,0.280480148,0.239118763,0.255741192,0.224591721,0.238074374,0.207364929,0.326279892,0.454877955,0.362954361,0.254873996,0.17324016,0.19553115,0.298266614,0.395458659,0.371309412,0.331251285,0.258528205,0.31127197,0.308855781,0.318935614,0.295306002,0.251738117,0.277304736,0.246226726,0.263599514,0.227096465,0.363869534,0.497557493,0.388742637,0.275988411,0.193783931,0.226214384,0.34970754,0.476706768,0.430808088,0.383706332,0.33713586,0.430985567,0.416325934,0.445125551,0.4010906,0.332652947,0.470445966,0.411142193,0.457835156,0.367693007,0.648491934,0.767594877,0.563575233,0.408019613,0.324633243,0.429309259,0.486306727,0.530362469,0.712674815,0.608472201,0.584518424,0.637419604,0.779783055,0.87333967,0.688893557,0.602738729,0.50457299,0.574152209,0.495816639,0.555386762,0.519142726,0.511297629,0.811286523,0.918792693,0.98199191,0.939490522,1.038586878,1.437600394,1.192814088,1.093374341,1.071749012,1.175227934,1.172091672,1.310044518,1.10740226,1.117428525,1.383006869,1.237841291,1.414156176,1.283829947,1.545502993,1.604735653,1.198661692,1.382814301,1.405611665,1.126478197,0.993079495,1.353190487,1.603799786,1.476929284,1.878078934,1.911228532,1.488746668,1.624875876,1.708904252,1.47532259,1.520397435,1.80015648,1.177002159,1.644076407,1.795082726,1.639396343,1.338445194,2.027959703,1.502300308,1.939315191,2.09278387,1.918159453,1.719301152,1.53997913,1.334511011,1.470955987,1.569316122,1.23702125,1.851683426,1.751534149,2.182325574,2.219237599,2.931408163,2.142456231,2.208914224,1.604944381,1.904989077,2.1778836,2.052866416,1.492969787,1.335988669,1.80871276,1.570353638,1.91217878,1.945580018,1.905566479,1.740328022,2.009391093,1.761368574,2.081477923,2.140944428,2.353155848,2.494184962,2.603707827
61,CA-SJ1,2.590331792,2.625150354,2.550383938,2.463168047,2.567094866,2.691392295,2.552875158,2.218767755,2.597749296,2.433671673,2.377246777,2.414461318,2.547821233,2.564649217,2.531050542,2.446593414,2.600124345,2.323074729,2.60360628,2.414629461,2.598671656,2.725328567,2.568055189,2.450653153,2.575016969,2.69416145,2.558059545,2.23339632,2.61140623,2.45409864,2.422114964,2.445469262,2.576412848,2.599227019,2.564114544,2.484706651,2.637157104,2.363303762,2.651741479,2.466145191,2.65892301,2.777387485,2.616953679,2.497504529,2.630850371,2.745576291,2.603013121,2.270773627,2.655146443,2.495666294,2.438587094,2.492932829,2.61403789,2.649858595,2.603534898,2.523537416,2.678058883,2.406483262,2.701474003,2.515352657,2.70580742,2.777985632,2.665764773,2.550064231,2.685932969,2.807824981,2.660986462,2.317772544,2.706291315,2.549670823,2.485756701,2.39121071,2.49957649,2.780123625,2.340098628,2.638650021,2.509836426,2.421142419,2.268381025,2.153829648,2.226283708,2.236029939,2.105498844,2.040664033,2.096998109,2.179917038,2.036877713,2.276424781,2.246526364,2.219957366,2.327440702,2.40278931,2.30388923,2.48949595,2.314743127,2.086353755,2.540376504,2.240248062,2.428534828,2.759372742,2.593337003,2.46277791,2.872947307,2.636427485,2.519005267,2.637205893,2.615619432,2.736638455,2.932193988,2.751730095,2.811653058,2.288357192,2.704830249,2.861299615,2.68744598,2.565077668,2.597294592,2.549431907,2.586779338,2.614567803,2.555907471,2.809490651,2.739597665,2.807948264,2.989527344,3.091828087,3.124296157,3.272874665,3.04434887,2.734596388,3.043801931,2.93241626,2.979941223,2.939776925,3.121257733,3.263343103,3.181259595,3.449722304,3.201093348,3.109279389,3.066425554,3.231293229,3.224562959,3.362814218,3.19323827,2.933702948,2.984016772,3.147074518,3.357666218,3.483430959,3.389913656,3.062166068,2.686624628,2.934521835,2.977888587,3.160969689,3.310266752,3.258691838,3.373157499,3.44737465,3.527341376,3.41646451,3.755688023,3.47911154,3.291933696
62,US-EML,2.677651662,2.68615818,3.008820788,2.56146878,2.806114768,2.804144627,2.585303921,2.807259076,2.857469712,3.035224289,2.630502368,3.018394327,2.850103859,2.570899177,2.801863774,2.762223693,2.804276223,2.759437298,2.663479803,2.630656037,2.825221287,2.707253786,3.02770558,2.571389267,2.815390488,2.815048832,2.593430738,2.816301487,2.868791195,3.046361396,2.641005925,3.033059763,2.870958076,2.58994351,2.836620075,2.792048178,2.827033496,2.800002571,2.691609935,2.656702028,2.857142454,2.738868752,3.054280574,2.602309288,2.851882977,2.853196185,2.617517534,2.828354779,2.884834266,3.062910061,2.659910939,3.058607835,2.899732993,2.620668068,2.868699273,2.818197521,2.843698919,2.813049665,2.711852657,2.675359861,2.882227996,2.766554863,3.079951185,2.630835266,2.886089084,2.888240205,2.64614596,2.864177339,2.912252295,3.089702501,2.684561717,2.739954473,2.931855684,3.039057467,2.99522524,2.887272226,3.244457958,2.665042786,2.813771846,2.829619832,2.873886439,2.942772751,3.009000823,2.476489357,2.905099236,2.553675783,2.90773271,2.75527193,3.000698705,2.855038804,3.242584109,3.134620047,2.854213076,2.871939797,2.819267753,2.673178419,2.881047568,2.96214489,2.878294233,3.052765624,3.069216768,3.018946244,2.795895749,3.124948256,3.074506058,2.943104774,3.112555542,3.128718177,2.868060002,2.94289368,3.060014174,2.929039145,2.825687187,2.976878202,2.710765936,2.916049713,3.153041687,3.092562831,3.010588053,3.154315778,3.2240262,2.889311358,2.93789059,3.158344388,3.185224705,3.163843873,3.109709871,2.996515319,3.149295333,3.275020246,3.091751989,3.145685061,2.963064653,3.137688432,3.133566301,2.905576193,3.041818947,3.149205182,3.241696185,3.338968161,3.459829425,3.36682384,2.922020364,3.408846402,3.185015286,3.451805393,3.341825533,3.16515163,3.228689654,3.009608525,3.082188019,3.118033509,3.090306025,3.159508643,3.291121741,3.462011341,3.216826416,3.462358954,3.217594727,3.37986497,3.397956567,3.360913791,3.244554085,3.031504196,3.414339727
