,names  Year (gC/m2/day),1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
88,US-Skr,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89,US-Esm,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,US-KS2,3.373172408,3.387183283,3.406430293,3.393414507,3.259258532,3.254998993,3.338243734,3.310144713,3.30043733,3.339634462,3.356863595,3.338898033,3.287611813,3.296101424,3.323735655,3.352164058,3.336668368,3.307519933,3.298216924,3.379521372,3.300201628,3.343215041,3.380986738,3.377994412,3.245637429,3.248498958,3.331243718,3.303162038,3.296558486,3.341857198,3.359593973,3.343736185,3.287920084,3.304812526,3.327974409,3.35822534,3.342888408,3.310834256,3.301980726,3.384274042,3.299018509,3.342216428,3.379030716,3.376438325,3.238850903,3.244937697,3.319824973,3.283088964,3.274317028,3.320780641,3.329004951,3.307551706,3.234301887,3.254709844,3.256999767,3.269955832,3.239604358,3.191905003,3.153783898,3.223586371,3.147585611,3.195729364,3.225528156,3.236583127,3.102279146,3.110202755,3.186029289,3.151894224,3.152710176,3.205035687,3.209545989,3.260846785,3.20042987,3.222182493,3.195528369,3.234617872,3.177438991,3.123894555,3.126544887,3.218393559,3.234998109,3.255012012,3.262477419,3.286179346,3.316935482,3.296962559,3.230195737,3.259938266,3.259648265,3.297785073,3.206676955,3.242237847,3.248021151,3.221453844,3.270927478,3.147435968,3.261655141,3.280698223,3.346458444,3.259333459,3.236480475,3.272573579,3.254866834,3.287923083,3.290767744,3.252463415,3.227184826,3.307671502,3.22315558,3.358183902,3.344286785,3.296239607,3.183466823,3.20852189,3.271949166,3.222582258,3.264150604,3.19557625,3.142015116,3.204555024,3.21543294,3.245104746,3.337272572,3.317163706,3.25974446,3.312008049,3.295638599,3.15028351,3.172787257,3.287525741,3.343284191,3.202055999,3.411058414,3.416056163,3.455406814,3.341648843,3.324506318,3.294319261,3.323429165,3.430584018,3.465845126,3.434075617,3.521548504,3.415847008,3.470526838,3.406102365,3.49408749,3.551530035,3.469111514,3.45996158,3.348895234,3.481621727,3.61148622,3.825620521,3.771550488,3.834012941,3.738949324,3.66332875,3.731869026,3.728117705,3.727397817,3.678873683,3.83351169,3.898895747,3.951010361
91,US-NC1,3.71738735,3.55515898,3.420253715,3.657598986,3.516409507,3.509695602,3.582176774,3.587616459,3.576767048,3.601337916,3.431274615,3.627085499,3.50467832,3.625502249,3.522426967,3.55149305,3.682469048,3.72792631,3.72216546,3.780234342,3.760312936,3.605791988,3.457992894,3.707357492,3.554550846,3.550550485,3.616745524,3.626294463,3.611440428,3.639967443,3.464805292,3.664513761,3.542796321,3.658496013,3.55736143,3.579754365,3.697113962,3.750442171,3.732428616,3.785783771,3.772291297,3.580652198,3.450474634,3.701387102,3.560508448,3.544676978,3.61318977,3.62069526,3.607067995,3.630407751,3.466552879,3.644044833,3.539449512,3.645067268,3.562185136,3.58081279,3.690770832,3.760755677,3.743066692,3.802614312,3.804630487,3.600145813,3.485732796,3.747289946,3.621076264,3.607048048,3.685669338,3.699232423,3.696973493,3.724067209,3.557758653,3.762483842,3.697680677,3.685451925,3.661892314,3.674708454,3.610689835,3.766442301,3.698231466,3.775237962,3.646287719,3.662115365,3.726495617,3.682658375,3.753631924,3.887562537,3.979448934,3.797959507,3.908412377,3.878544716,3.994866882,3.710070721,3.559602724,3.647174445,3.598077251,3.718760299,3.939813298,3.827703306,3.829821871,3.963465856,4.006189707,3.898766332,3.73518416,3.773545721,3.649977583,3.692318367,3.797322823,3.626697083,3.64801403,3.728534652,3.824321817,3.951846384,3.906700163,3.911182465,3.793045721,3.845945091,3.927514688,3.996604051,3.93559942,3.886420777,3.901758324,3.970097107,4.045208049,4.126764962,4.243143366,3.970188863,3.971570672,4.024427955,3.853263822,4.034822177,3.720408725,3.756705044,3.943474906,3.903684512,4.059216632,4.019403836,3.91472928,3.921886771,4.034699388,4.132744658,4.292294427,4.201713877,4.280549521,4.068293172,4.069636968,4.007317557,4.052599506,4.192479305,4.173027907,4.066940176,4.236503589,4.227228646,4.124488241,4.23654136,4.295546461,4.22912479,4.341308863,4.065128938,3.976294778,4.159907845,4.099369798,3.976710579,4.238050155,4.273915506,4.217817367
92,US-Dk1,3.180004698,3.134077644,3.076467101,3.20592574,3.007992014,2.974162758,3.068437723,3.079741246,3.164542431,3.099078916,3.00527208,3.187383379,2.993622846,3.121969016,3.095353186,3.172642898,3.167391086,3.280385977,3.221731004,3.288581219,3.224914811,3.188909704,3.148439446,3.259102413,3.055414419,3.019160278,3.113528269,3.119265312,3.253974011,3.145409853,3.053618734,3.239292459,3.107013671,3.163680679,3.140652442,3.25860405,3.19877487,3.304275921,3.229774697,3.277647937,3.242606834,3.155913373,3.205280589,3.23249763,3.041285615,3.006818188,3.081800631,3.092822853,3.291310161,3.137690107,3.054773328,3.224293227,3.20620986,3.144732091,3.148172161,3.336499646,3.21751839,3.319385467,3.256861636,3.306493327,3.298957826,3.201870706,3.347529412,3.326125977,3.158857084,3.139099282,3.221077556,3.240814695,3.476942517,3.2894753,3.226304661,3.259016643,3.191732022,3.308270801,3.325313417,3.225065567,3.206382914,3.271391658,3.271039455,3.287045033,3.326850704,3.280364538,3.250458641,3.248710752,3.313494737,3.460791801,3.030319443,3.480139565,3.53726285,3.512633852,3.67932312,3.286696129,3.326701008,3.300304405,3.296349954,3.42502749,3.553845968,3.39145605,3.754737438,3.450899217,3.532075899,3.446788764,3.365681665,3.527711488,3.354563109,3.285877211,3.449721468,3.366819528,3.740200146,3.56699293,3.555759838,3.97628823,3.538039846,3.574481807,3.789265653,3.516189351,3.543293597,3.57253955,3.563659461,3.577182293,3.5535881,3.686205655,3.719247196,3.817763803,3.928044732,3.862717469,3.766182789,3.742510988,3.835518521,4.163120406,3.776350273,3.956034297,3.846229395,3.796462702,3.890406464,3.874893755,3.721234191,3.803018313,3.805094845,3.846356243,4.158809475,4.039701191,4.030981039,3.909453023,3.942337187,3.936222798,3.970884319,4.015080359,4.016246537,3.900872135,3.903766733,4.295137621,3.778741421,3.862236053,4.066977822,4.090316066,3.97479705,3.794042886,3.954577319,3.788715054,4.226961879,4.004318683,4.071437748,4.085557745,4.089600317
93,US-Dk2,3.180004698,3.134077644,3.076467101,3.20592574,3.007992014,2.974162758,3.068437723,3.079741246,3.164542431,3.099078916,3.00527208,3.187383379,2.993622846,3.121969016,3.095353186,3.172642898,3.167391086,3.280385977,3.221731004,3.288581219,3.224914811,3.188909704,3.148439446,3.259102413,3.055414419,3.019160278,3.113528269,3.119265312,3.253974011,3.145409853,3.053618734,3.239292459,3.107013671,3.163680679,3.140652442,3.25860405,3.19877487,3.304275921,3.229774697,3.277647937,3.242606834,3.155913373,3.205280589,3.23249763,3.041285615,3.006818188,3.081800631,3.092822853,3.291310161,3.137690107,3.054773328,3.224293227,3.20620986,3.144732091,3.148172161,3.336499646,3.21751839,3.319385467,3.256861636,3.306493327,3.298957826,3.201870706,3.347529412,3.326125977,3.158857084,3.139099282,3.221077556,3.240814695,3.476942517,3.2894753,3.226304661,3.259016643,3.191732022,3.308270801,3.325313417,3.225065567,3.206382914,3.271391658,3.271039455,3.287045033,3.326850704,3.280364538,3.250458641,3.248710752,3.313494737,3.460791801,3.030319443,3.480139565,3.53726285,3.512633852,3.67932312,3.286696129,3.326701008,3.300304405,3.296349954,3.42502749,3.553845968,3.39145605,3.754737438,3.450899217,3.532075899,3.446788764,3.365681665,3.527711488,3.354563109,3.285877211,3.449721468,3.366819528,3.740200146,3.56699293,3.555759838,3.97628823,3.538039846,3.574481807,3.789265653,3.516189351,3.543293597,3.57253955,3.563659461,3.577182293,3.5535881,3.686205655,3.719247196,3.817763803,3.928044732,3.862717469,3.766182789,3.742510988,3.835518521,4.163120406,3.776350273,3.956034297,3.846229395,3.796462702,3.890406464,3.874893755,3.721234191,3.803018313,3.805094845,3.846356243,4.158809475,4.039701191,4.030981039,3.909453023,3.942337187,3.936222798,3.970884319,4.015080359,4.016246537,3.900872135,3.903766733,4.295137621,3.778741421,3.862236053,4.066977822,4.090316066,3.97479705,3.794042886,3.954577319,3.788715054,4.226961879,4.004318683,4.071437748,4.085557745,4.089600317
94,US-Dk3,3.180004698,3.134077644,3.076467101,3.20592574,3.007992014,2.974162758,3.068437723,3.079741246,3.164542431,3.099078916,3.00527208,3.187383379,2.993622846,3.121969016,3.095353186,3.172642898,3.167391086,3.280385977,3.221731004,3.288581219,3.224914811,3.188909704,3.148439446,3.259102413,3.055414419,3.019160278,3.113528269,3.119265312,3.253974011,3.145409853,3.053618734,3.239292459,3.107013671,3.163680679,3.140652442,3.25860405,3.19877487,3.304275921,3.229774697,3.277647937,3.242606834,3.155913373,3.205280589,3.23249763,3.041285615,3.006818188,3.081800631,3.092822853,3.291310161,3.137690107,3.054773328,3.224293227,3.20620986,3.144732091,3.148172161,3.336499646,3.21751839,3.319385467,3.256861636,3.306493327,3.298957826,3.201870706,3.347529412,3.326125977,3.158857084,3.139099282,3.221077556,3.240814695,3.476942517,3.2894753,3.226304661,3.259016643,3.191732022,3.308270801,3.325313417,3.225065567,3.206382914,3.271391658,3.271039455,3.287045033,3.326850704,3.280364538,3.250458641,3.248710752,3.313494737,3.460791801,3.030319443,3.480139565,3.53726285,3.512633852,3.67932312,3.286696129,3.326701008,3.300304405,3.296349954,3.42502749,3.553845968,3.39145605,3.754737438,3.450899217,3.532075899,3.446788764,3.365681665,3.527711488,3.354563109,3.285877211,3.449721468,3.366819528,3.740200146,3.56699293,3.555759838,3.97628823,3.538039846,3.574481807,3.789265653,3.516189351,3.543293597,3.57253955,3.563659461,3.577182293,3.5535881,3.686205655,3.719247196,3.817763803,3.928044732,3.862717469,3.766182789,3.742510988,3.835518521,4.163120406,3.776350273,3.956034297,3.846229395,3.796462702,3.890406464,3.874893755,3.721234191,3.803018313,3.805094845,3.846356243,4.158809475,4.039701191,4.030981039,3.909453023,3.942337187,3.936222798,3.970884319,4.015080359,4.016246537,3.900872135,3.903766733,4.295137621,3.778741421,3.862236053,4.066977822,4.090316066,3.97479705,3.794042886,3.954577319,3.788715054,4.226961879,4.004318683,4.071437748,4.085557745,4.089600317
95,US-CZ4,0.189297242,0.24530612,0.250040185,0.237923488,0.358498794,0.431933905,0.428119759,0.14616289,0.424449211,0.201173057,0.247354295,0.313291215,0.399491381,0.421540512,0.396362824,0.417964137,0.399662457,0.419966276,0.364258441,0.404970885,0.283181521,0.250534668,0.25381515,0.244462146,0.384452131,0.441369976,0.415508518,0.140115891,0.418662375,0.200527901,0.24891815,0.316555558,0.402368179,0.424015719,0.398162245,0.41907458,0.401125954,0.423722606,0.366622623,0.406926798,0.292775562,0.271685854,0.284402933,0.278418345,0.440546857,0.469711642,0.43614787,0.161819601,0.45287708,0.230942881,0.283218846,0.357150113,0.448049335,0.467389347,0.439857941,0.464760658,0.442958185,0.467253039,0.405230313,0.44655565,0.223181221,0.300144876,0.30839313,0.298105779,0.452659934,0.49154176,0.454529139,0.173669133,0.462818155,0.236352554,0.287680757,0.187267972,0.374535206,0.433535144,0.413034996,0.439866497,0.45825403,0.475310933,0.42797991,0.366931265,0.416935826,0.372792943,0.38071919,0.379946636,0.498759194,0.452821197,0.198159174,0.474033272,0.480905325,0.366976942,0.452896146,0.4714817,0.463393826,0.475296497,0.425124627,0.264242231,0.277961547,0.340434414,0.363455657,0.379523341,0.474763183,0.484865171,0.524094883,0.443380798,0.529370499,0.458481604,0.501720863,0.482777803,0.537121952,0.545375429,0.476117601,0.484081003,0.384748655,0.537304368,0.457159431,0.581735103,0.235752301,0.485998215,0.521381871,0.536485719,0.504663382,0.513829758,0.292452924,0.501241329,0.544080425,0.303058753,0.417369038,0.507957485,0.562618272,0.563336043,0.581956655,0.548741334,0.520475427,0.560902613,0.580776094,0.26907679,0.523946744,0.5380824,0.48183901,0.567041669,0.56340602,0.547216954,0.562321739,0.563962892,0.559695412,0.586037405,0.614698697,0.583709056,0.550461849,0.457092071,0.57066741,0.564324009,0.502078877,0.58912584,0.585875367,0.628882614,0.569484953,0.58426115,0.59053093,0.569325142,0.600892791,0.6420058,0.64016949,0.546944932,0.627685097
96,US-Snd,1.205312519,1.293640068,1.39261561,1.157506962,1.551965162,1.525732625,1.252962367,1.208625327,1.411727568,1.307532599,1.520723988,1.684449387,1.677006591,1.508106358,1.815997596,1.588746968,1.661234261,1.524376798,1.364236602,1.476207141,1.400879423,1.48773406,1.545016901,1.330601005,1.656307422,1.646883736,1.398991042,1.383994843,1.490099079,1.482669501,1.593373723,1.759435581,1.744279942,1.59910905,1.773618202,1.727354432,1.718381666,1.594619282,1.445077605,1.523732346,1.465634193,1.563607068,1.604027204,1.384393661,1.530512414,1.731356667,1.460992835,1.426361322,1.482429586,1.484260362,1.573948504,1.751981998,1.734715137,1.583480633,1.725812235,1.736481736,1.720641573,1.591753973,1.430775612,1.514543026,1.455937093,1.555386668,1.615855497,1.392556728,1.5457934,1.757717381,1.495048049,1.469138527,1.536484529,1.540062334,1.641739043,1.667621201,1.650849908,1.580965178,1.345001352,1.746246902,1.563031488,1.693875661,1.553954385,1.410426732,1.515999387,1.272600952,1.41050572,1.52148246,1.398915373,1.697378722,1.55267914,1.627022088,1.763422109,1.33585409,1.624199599,1.783820926,2.04087904,1.711843798,1.770888831,1.75375364,1.736857838,1.5636378,1.958665845,1.590346685,1.751826494,1.867510471,1.867027446,2.087524096,1.83580906,1.938602893,1.98205347,2.066270144,1.842494155,1.651504165,1.828593756,1.794730558,1.935185555,2.329654917,1.816202085,1.922561808,1.673929336,2.109431745,1.839527238,1.984447015,1.852011356,1.963717538,1.896831513,1.871976253,2.098368463,2.217124099,1.368669778,1.321500309,1.762474256,1.909786475,1.977626779,1.967872405,2.232680153,2.418273904,2.014192512,2.056246397,2.014488123,1.846908603,1.707965737,2.040906904,1.798580406,2.036550939,1.935066421,2.249478915,2.214345672,2.331600528,2.321479568,1.902297091,2.667411479,2.281893682,2.387718177,2.121698721,2.146316784,2.356439866,2.19887162,2.476388155,2.37793206,2.091731319,2.077975267,2.026190292,2.485739318,2.485122112,2.24180502,2.090825044,1.968404149
97,US-GBT,0.174557051,0.166015393,0.166305108,0.181911379,0.22520894,0.21581204,0.221566415,0.246088277,0.272289448,0.249480367,0.185031306,0.233877606,0.164664948,0.1520828,0.178437213,0.184058705,0.19439648,0.28037908,0.318400636,0.349979278,0.31838178,0.252978384,0.224768832,0.230497603,0.274355564,0.257492676,0.256390493,0.275241103,0.301353659,0.271381766,0.198335721,0.248054345,0.171776613,0.158870911,0.185438069,0.192238674,0.206434152,0.297070758,0.338387898,0.376121574,0.353988754,0.297712768,0.274794379,0.274202611,0.317830964,0.291048224,0.302734795,0.332219586,0.355612902,0.325823162,0.26096911,0.329012716,0.263414568,0.277570817,0.303930279,0.303847693,0.320249471,0.427933856,0.445356889,0.450636145,0.383365298,0.330473526,0.31628832,0.311254225,0.359508522,0.336969622,0.349844738,0.386504198,0.407200606,0.360373334,0.305816285,0.356049548,0.298016837,0.364038036,0.335109498,0.373046903,0.390874907,0.386349715,0.380991337,0.393779287,0.359523117,0.325389275,0.333119811,0.318466781,0.356260936,0.354305285,0.349066742,0.349373871,0.395894589,0.336962832,0.37615481,0.38926528,0.384814512,0.409772876,0.436068011,0.476269843,0.422511448,0.478692019,0.396950716,0.497750981,0.407567618,0.502779078,0.506326585,0.528553785,0.497585681,0.547417078,0.536112578,0.615413548,0.502755955,0.588494907,0.481016047,0.668761417,0.650197852,0.620693486,0.513589831,0.704899213,0.617860245,0.742633741,0.679350277,0.705410528,0.733601533,0.691743464,0.78013648,0.702572633,0.793734244,0.729069709,0.836876982,0.803786601,0.777606384,0.826198603,0.708549505,0.773543145,0.835488032,0.858270757,0.936216333,0.833974818,0.97011713,0.872431184,0.862214269,0.894922142,0.916843911,0.977384174,1.040709556,1.080250254,0.945234398,0.985226481,0.93930133,0.967994105,0.936114014,1.053770372,0.978215288,0.843451815,0.791537748,0.764174979,0.875415131,0.977055517,0.893565925,0.954116984,0.98325139,0.877200476,0.852134839,0.872575533,0.722070207,0.651789897,0.708644506
98,CA-Qfo,1.871188777,1.851682089,1.730132589,1.94393023,1.810354098,2.063830085,1.868846509,1.923726746,1.829984614,1.830859504,1.851819257,2.006183405,1.989538909,1.77669218,1.959779877,1.929018634,1.665205364,1.583740022,1.630408028,1.777053167,1.858084135,1.867939426,1.727742882,1.943469682,1.815142098,2.069719963,1.875338745,1.932831914,1.846086241,1.848322666,1.876708778,2.031744688,2.015202014,1.802972797,1.988562926,1.961536205,1.694764198,1.613820588,1.657069818,1.813987016,1.898676935,1.911795731,1.765379978,1.988402607,1.85847015,2.116638769,1.921929203,1.972917797,1.880396023,1.890046243,1.914368014,2.074753165,2.058504727,1.840885421,2.027813043,2.000893822,1.732297096,1.647598204,1.688996256,1.850138372,1.937643132,1.955063424,1.809302007,2.035627342,1.900082505,2.165688009,1.970593454,2.026537666,1.930693861,1.940379573,1.973801198,2.120731311,2.148458333,1.992924584,2.172755829,2.000816605,1.74291794,2.203922929,2.078809575,1.89287623,2.210988885,2.284593407,2.034380316,2.249112151,2.216658377,2.13079943,1.973711245,2.311967395,2.324414476,2.177216962,2.317646013,2.093773986,2.517583815,2.287856064,2.231030258,2.438036175,2.135982065,2.222675714,2.316397805,2.394884313,2.447860337,2.479141668,2.559390122,2.555654842,2.543692149,2.573248048,2.386687941,2.45221676,2.576224662,2.248853951,2.446903111,2.608403212,2.419026971,2.308634924,2.478277559,2.412861152,2.440536268,2.270564054,2.519418511,2.569067492,2.586286971,2.556370006,2.384515802,2.520632296,2.377441812,2.611935718,2.414692625,2.765527636,2.572793347,2.729492261,2.660631989,2.69152199,2.662259931,2.693240739,2.859460637,2.740262328,2.76664667,2.838673995,2.783285901,2.649288432,2.770052288,2.740317716,2.489194841,2.596614269,2.756657197,2.655459949,2.671087262,2.611717484,2.760986049,2.739351611,2.635657137,2.778411828,2.806494754,2.593522518,2.806309857,2.810675304,3.053472647,2.810464606,2.843993081,2.955284391,3.200220388,2.954008485,3.119207462,3.038142061,2.71287645
99,US-Atq,0.974023662,1.151714482,1.069498475,1.210574106,1.18373289,1.28479788,1.238552908,1.251787803,1.010468532,0.837161038,0.667704835,0.878297204,0.920467167,1.1094245,1.172816844,1.040195567,1.09521765,1.209386175,1.053851263,1.1143721,1.093986119,1.194905378,1.106724607,1.24343455,1.21269032,1.296735452,1.252754332,1.255653198,0.997428637,0.841468558,0.667085087,0.872977508,0.918353337,1.106027479,1.171673544,1.038435715,1.092285352,1.214296699,1.059343694,1.151517707,1.099285122,1.201452057,1.114192411,1.244239026,1.212885575,1.29984549,1.218838905,1.248199487,1.010634994,0.838013969,0.671988661,0.859090247,0.911886366,1.095432066,1.159311286,1.03300063,1.085987489,1.209661081,1.045317486,1.102000708,1.088767794,1.187742407,1.106352105,1.238135725,1.211039385,1.298882016,1.219415486,1.249551819,1.011104215,0.841717006,0.671179411,0.926380708,0.692716671,0.870474598,0.577093951,1.105102555,1.167150317,1.389652934,1.702944982,0.917911425,1.364461944,1.130252713,1.494724132,1.187633675,0.78926158,1.068632014,1.230959474,1.277752721,1.275358347,1.31532279,1.627639622,1.436470995,1.472241752,1.532947371,1.325973043,1.098288181,1.277887289,1.090139416,1.208948484,1.493801251,1.452441877,1.32745039,1.127681541,1.197757428,1.251063401,1.043495954,1.206184828,1.315240003,1.455240409,1.251276682,1.254401968,1.419305825,1.36070778,1.341061445,1.002172692,1.079808705,1.107581816,1.20471692,1.352421296,1.255285431,0.390963106,0.617474069,0.321086121,0.497067766,0.563276656,0.877023709,1.222421269,1.663788033,0.774163292,0.880704686,0.854261932,0.917733522,1.02092858,1.15302361,1.38409779,0.715654,0.740126363,0.766285189,0.928558058,1.212690664,1.857421656,0.683687939,0.453932765,1.232220791,0.804971638,1.216188137,0.924886797,0.846555421,1.450969425,1.121717486,0.417125769,0.751148024,0.810473816,0.971226535,1.526323596,1.667217264,1.430408676,0.360892487,1.053935737,0.993360829,1.024371018,1.380621861,1.587394847,1.711938804,1.687984558
